,SID,NAME,ISO,YEAR,BASIN,SUB BASIN,NATURE,ISO_TIME,COORDS,TOTAL_HRS,DAY_HRS,NIGHT_HRS,USA_SSHS,WIND_CALC_MEAN,PRES_CALC_MEAN,STORM_SPD_MEAN,STORM_DR_MEAN,V_LAND_KN,34KN_POP,34KN_ASSETS,64KN_POP,64KN_ASSETS,96KN_POP,96KN_ASSETS,CPI,TOTAL_DAMAGE_(000$),TOTAL_DEATHS,"Air transport, freight (million ton-km)",Arable land (hectares per person),Cereal yield (kg per hectare),Food production index (2004-2006 = 100),GDP growth (annual %),GDP per capita (constant 2010 US$),Net flows from UN agencies US$,"Life expectancy at birth, total (years)",Mobile cellular subscriptions (per 100 people),Population density (people per sq. km of land area),Adjusted savings: education expenditure (% of GNI),Rural population (% of total population),Income_level_Final,TOTAL_AFFECTED,"Population, total",Population_2000,Population_2005,Population_2010,Population_2015,Population_2020,pop_max_34,pop_max_50,pop_max_64,Numeric,YEAR_tiff,coef_year,YEAR_tiff_c,pop_max_34_adj,pop_max_50_adj,pop_max_64_adj
308,1994313N12278,GORDON,CUB,1994,NAm,CS,TS,"['1994-11-13 09:00:00', '1994-11-13 12:00:00', '1994-11-13 13:00:00', '1994-11-13 15:00:00', '1994-11-13 18:00:00', '1994-11-14 03:00:00', '1994-11-14 06:00:00', '1994-11-14 09:00:00', '1994-11-14 18:00:00', '1994-11-14 21:00:00', '1994-11-15 00:00:00', '1994-11-15 03:00:00', '1994-11-14 12:00:00', '1994-11-14 15:00:00']","[[19.16, -75.4], [19.9, -75.0], [20.0, -74.9], [20.5, -74.95], [21.5, -75.4], [22.41, -76.91], [22.7, -77.5], [22.98, -77.93], [23.4, -79.1], [23.49, -79.49], [23.6, -79.9], [23.72, -80.35], [23.2, -78.3], [23.32, -78.7]]",6,6,0,0,43.0,998.5714286,11.57142857,240.4285714,55.6,283261.0,2761414789.0,0.0,0.0,0.0,0.0,57.97797424,101968.0,2.0,29.79999924,0.34008515200000006,1789.1,93.75,0.71693031,2793.21945,10289999.9,75.164,0.010628813999999999,100.91677840000001,5.7,25.873,Low_Middle,110558,10838462,11126430,11261582,11225832,11324781,11326616.0,4668880.0,990558.0625,249782.78125,192.0,2000,11126430.0,Population_2000,4548042.67519411,964920.996150596,243318.04386783877
309,1994313N12278,GORDON,USA,1994,NAm,GM,TS,"['1994-11-15 12:00:00', '1994-11-15 13:00:00', '1994-11-15 15:00:00', '1994-11-15 18:00:00', '1994-11-15 21:00:00', '1994-11-16 00:00:00', '1994-11-16 03:00:00', '1994-11-16 06:00:00', '1994-11-16 09:00:00', '1994-11-16 12:00:00', '1994-11-16 13:00:00', '1994-11-16 15:00:00', '1994-11-16 18:00:00', '1994-11-16 21:00:00', '1994-11-17 00:00:00', '1994-11-21 00:00:00', '1994-11-21 03:00:00', '1994-11-21 06:00:00', '1994-11-21 09:00:00', '1994-11-21 12:00:00', '1994-11-21 15:00:00', '1994-11-15 06:00:00', '1994-11-15 09:00:00', '1994-11-17 03:00:00', '1994-11-18 09:00:00', '1994-11-18 12:00:00', '1994-11-18 15:00:00', '1994-11-18 18:00:00', '1994-11-20 21:00:00']","[[24.5, -81.6], [24.6, -81.7], [24.74, -81.88], [24.9, -82.1], [25.15, -82.34], [25.4, -82.5], [25.53, -82.51], [25.7, -82.4], [26.04, -82.25], [26.4, -82.0], [26.5, -81.9], [26.72, -81.73], [27.1, -81.4], [27.53, -80.77], [28.0, -80.0], [28.2, -79.8], [28.5, -80.6], [29.2, -81.5], [30.13, -81.96], [31.3, -81.8], [32.66, -81.0], [23.9, -80.8], [24.18, -81.23], [28.49, -79.28], [33.67, -75.22], [33.7, -75.7], [33.52, -75.91], [33.2, -75.9], [28.12, -79.17]]",9,8,1,0,43.27586207,998.4137931,11.31034483,186.2413793,62.2,4889156.0,876802000000.0,0.0,0.0,0.0,0.0,57.97797424,500000.0,6.0,19083.80078,0.6914520040000001,5560.0,89.19,4.028839064,37813.758180000004,0.0,75.6195122,9.203138701,28.72880764,5.3558719,23.125,High,1500000,263126000,282162411,295516599,309321666,320635163,331002651.0,12750550.0,6359876.0,1247895.5,840.0,2000,282162411.0,Population_2000,11890319.505740259,5930799.664084243,1163704.797422503
310,1994345N06165,AXEL,PHL,1994,WP,WP,TS,"['1994-12-21 03:00:00', '1994-12-21 06:00:00', '1994-12-21 09:00:00', '1994-12-21 12:00:00', '1994-12-21 15:00:00', '1994-12-21 18:00:00', '1994-12-21 21:00:00', '1994-12-22 00:00:00', '1994-12-22 03:00:00', '1994-12-22 06:00:00', '1994-12-22 09:00:00', '1994-12-22 12:00:00', '1994-12-22 15:00:00', '1994-12-22 18:00:00', '1994-12-20 18:00:00', '1994-12-20 21:00:00', '1994-12-21 00:00:00', '1994-12-22 21:00:00', '1994-12-23 00:00:00', '1994-12-23 03:00:00']","[[10.81, 126.37], [10.78, 125.97], [10.79, 125.61], [10.88, 125.25], [11.0, 124.86], [11.18, 124.42], [11.38, 123.92], [11.6, 123.35], [11.77, 122.74], [11.95, 122.1], [12.17, 121.48], [12.4, 120.88], [12.58, 120.27], [12.75, 119.72], [11.15, 127.55], [11.03, 127.15], [10.9, 126.78], [12.93, 119.27], [13.15, 118.88], [13.46, 118.47]]",0,0,0,-1,69.85,970.3666667000001,9.9,283.15,100.0,,,,,,,57.97797424,26813.0,49.0,380.2000122,0.078247767,2261.0,76.45,4.387623341,1474.17915,27289999.49,67.962,0.252127947,228.6643827,2.250849,53.355,Low_Middle,867923,68180859,77991755,86326250,93966780,102113212,109581078.0,13211020.0,5257554.0,1188458.625,608.0,2000,77991755.0,Population_2000,11549152.751674583,4596185.173149213,1038957.6428746715
311,1995050S11134,BOBBY,AUS,1995,SI,WA,NR,"['1995-02-19 00:00:00', '1995-02-19 03:00:00', '1995-02-19 06:00:00', '1995-02-19 09:00:00', '1995-02-19 12:00:00', '1995-02-19 15:00:00', '1995-02-19 18:00:00', '1995-02-19 21:00:00', '1995-02-20 06:00:00', '1995-02-20 09:00:00', '1995-02-20 12:00:00', '1995-02-20 15:00:00', '1995-02-20 18:00:00', '1995-02-20 00:00:00', '1995-02-20 03:00:00', '1995-02-20 21:00:00', '1995-02-21 00:00:00', '1995-02-21 03:00:00', '1995-02-21 06:00:00', '1995-02-21 09:00:00', '1995-02-21 12:00:00', '1995-02-21 15:00:00']","[[-11.0, 134.0], [-11.25, 133.36], [-11.5, 132.7], [-11.75, 132.0], [-12.0, 131.3], [-12.25, 130.64], [-12.5, 130.0], [-12.75, 129.36], [-13.5, 127.3], [-13.75, 126.56], [-14.0, 125.8], [-14.25, 125.02], [-14.5, 124.3], [-13.0, 128.7], [-13.25, 128.01], [-14.75, 123.71], [-15.0, 123.2], [-15.26, 122.69], [-15.5, 122.2], [-15.71, 121.75], [-15.9, 121.3], [-16.1, 120.8]]",15,7,8,-1,22.22727273,1003.0,13.22727273,247.9090909,117.1,34696.0,2489454705.0,4318.0,458731673.0,2116.0,150929571.0,59.60449489,98000.0,7.0,1737.5,2.218736166,1871.0,80.79,3.836059118,38095.12953,0.0,77.82926829,12.46035002,2.352420499,4.88583797,15.102,High,7045,18072000,19153000,20394800,22031750,23815995,,112514.875,105103.7890625,11.057623863220217,36.0,2000,19153000.0,Population_2000,106164.50796219913,99171.70552589673,10.4335288704702
312,1995154N17276,ALLISON,HND,1995,NAm,CS,TS,['1995-06-03 00:00:00'],"[[17.4, -84.3]]",0,0,0,-1,30.0,1005.0,10.0,331.0,64.8,,,,,,,59.60449489,,18.0,,0.280258553,1540.4,72.95,6.189304558,1574.895823,11280000.07,68.87100000000001,0.0,51.0234516,3.8,57.059,Low_Middle,22,5709014,6574509,7458985,8317470,9112916,,,,,,2000,6574509.0,Population_2000,,,
313,1995193N06156,FAYE,KOR,1995,WP,WP,TS,"['1995-07-23 03:00:00', '1995-07-23 06:00:00', '1995-07-23 09:00:00', '1995-07-23 12:00:00', '1995-07-23 15:00:00', '1995-07-23 18:00:00', '1995-07-23 21:00:00']","[[33.34, 127.79], [34.33, 127.85], [35.17, 128.02], [36.02, 128.3], [36.85, 128.7], [37.67, 129.32], [38.49, 130.04]]",18,12,6,1,59.82142857,979.0,18.57142857,19.14285714,121.5,43224267.0,6227420000000.0,7921976.0,1489570000000.0,588534.0,157713000000.0,59.60449489,140000.0,28.0,5661.299805,0.039540513,5765.3,91.91,9.570604132,12055.23129,3859999.895,73.7,3.6237615560000003,467.4786544,3.2,21.761,High_Middle,1450,45092991,47008111,48184561,49554112,51014947,,20916196.0,8225372.5,935124.625,410.0,2000,47008111.0,Population_2000,20064065.922203,7890269.151937365,897027.4576445621
314,1995212N22287,ERIN,USA,1995,NAm,GM,TS,"['1995-08-02 03:00:00', '1995-08-02 06:00:00', '1995-08-02 06:15:00', '1995-08-02 09:00:00', '1995-08-02 12:00:00', '1995-08-02 15:00:00', '1995-08-02 18:00:00', '1995-08-03 03:00:00', '1995-08-03 06:00:00', '1995-08-03 09:00:00', '1995-08-03 12:00:00', '1995-08-03 13:30:00', '1995-08-03 15:00:00', '1995-08-03 16:00:00', '1995-08-03 18:00:00', '1995-08-03 21:00:00', '1995-08-04 00:00:00', '1995-08-04 03:00:00', '1995-08-04 06:00:00', '1995-08-04 09:00:00', '1995-08-04 12:00:00', '1995-08-04 15:00:00', '1995-08-04 18:00:00', '1995-08-04 21:00:00', '1995-08-05 00:00:00', '1995-08-05 03:00:00', '1995-08-05 06:00:00', '1995-08-05 09:00:00', '1995-08-05 12:00:00', '1995-08-05 15:00:00', '1995-08-05 18:00:00', '1995-08-05 21:00:00', '1995-08-06 00:00:00', '1995-08-06 03:00:00', '1995-08-06 06:00:00', '1995-08-06 09:00:00', '1995-08-02 21:00:00', '1995-08-03 00:00:00']","[[27.41, -80.28], [27.7, -80.4], [27.7, -80.3], [27.87, -80.46], [28.2, -81.9], [28.42, -82.68], [28.6, -83.4], [29.03, -85.23], [29.3, -85.7], [29.51, -86.17], [29.8, -86.6], [30.0, -86.8], [30.18, -87.04], [30.3, -87.2], [30.6, -87.5], [31.01, -88.01], [31.4, -88.5], [31.84, -88.83], [32.3, -89.1], [32.75, -89.41], [33.2, -89.7], [33.66, -89.99], [34.1, -90.2], [34.47, -90.25], [34.8, -90.2], [35.09, -90.17], [35.4, -90.1], [35.8, -90.02], [36.3, -89.8], [36.9, -89.43], [37.5, -88.8], [38.02, -87.87], [38.4, -86.8], [38.61, -85.92], [38.7, -84.9], [38.76, -83.55], [28.69, -84.09], [28.8, -84.7]]",21,0,21,-1,44.68421053,993.0263158,11.68421053,219.76315789999998,78.5,14551524.0,2868470000000.0,2437403.0,454565000000.0,0.0,0.0,59.60449489,700000.0,11.0,19622.90039,0.6828915640000001,4644.8,83.89,2.6842871319999997,38369.16184,0.0,75.62195122,12.74143303,29.07295151,4.7893238,22.743000000000002,High,6000,266278000,282162411,295516599,309321666,320635163,331002651.0,25026046.0,12184688.0,2542207.75,840.0,2000,282162411.0,Population_2000,23617197.815863572,11498747.617605237,2399093.461299138
315,1995229N12144,JANIS,KOR,1995,WP,WP,MX,"['1995-08-26 12:00:00', '1995-08-26 15:00:00', '1995-08-26 18:00:00', '1995-08-26 21:00:00', '1995-08-27 00:00:00']","[[36.83, 125.77], [37.36, 126.64], [37.8, 127.6], [38.14, 128.84], [38.4, 130.23]]",12,0,12,0,36.0,993.6,20.0,66.0,72.4,30703094.0,4352820000000.0,366691.0,120877000000.0,0.0,0.0,59.60449489,425000.0,45.0,5661.299805,0.039540513,5765.3,91.91,9.570604132,12055.23129,3859999.895,73.7,3.6237615560000003,467.4786544,3.2,21.761,High_Middle,3710,45092991,47008111,48184561,49554112,51014947,,29936848.0,24895174.0,5163073.5,410.0,2000,47008111.0,Population_2000,28717214.725611247,23880939.54946273,4952728.835835128
316,1995236N10134,KENT,CHN,1995,WP,WP,TS,"['1995-08-31 00:00:00', '1995-08-31 03:00:00', '1995-08-31 06:00:00', '1995-08-31 09:00:00', '1995-08-31 12:00:00', '1995-08-31 15:00:00', '1995-08-31 18:00:00', '1995-08-31 21:00:00', '1995-09-01 00:00:00', '1995-09-01 03:00:00', '1995-09-01 06:00:00', '1995-09-01 09:00:00', '1995-09-01 12:00:00', '1995-09-01 15:00:00', '1995-08-30 21:00:00']","[[22.25, 116.8], [22.46, 116.06], [22.68, 115.28], [22.95, 114.42], [23.25, 113.5], [23.52, 112.53], [23.78, 111.54], [24.07, 110.58], [24.37, 109.59], [24.71, 108.38], [24.9, 107.4], [25.13, 106.49], [25.3, 105.6], [25.34, 104.66], [21.98, 117.55]]",21,12,9,-1,50.41111111,974.7333332999999,17.6,285.6,119.1,106143562.0,2533010000000.0,56697912.0,1380920000000.0,6463832.0,196148000000.0,59.60449489,87000.0,445.0,1501.0,0.099248457,4659.3,64.95,10.94922737,1224.848821,101650000.1,69.885,0.29244418899999997,128.3366211,1.7,69.039,Low_Middle,25000,1204855000,1262645000,1303720000,1337705000,1371220000,1439323776.0,126231824.0,102008896.0,12136607.0,156.0,2000,1262645000.0,Population_2000,120454319.54786976,97340050.7585901,11581126.62465301
317,1995236N10134,KENT,PHL,1995,WP,WP,TS,"['1995-08-29 15:00:00', '1995-08-29 18:00:00', '1995-08-29 21:00:00', '1995-08-30 00:00:00', '1995-08-30 03:00:00', '1995-08-30 06:00:00']","[[19.28, 123.72], [19.55, 123.3], [19.84, 122.8], [20.12, 122.22], [20.4, 121.59], [20.65, 120.92]]",15,0,15,4,95.29166667,949.2222222000001,11.66666667,298.3333333,135.5,110778.0,1112325737.0,196.0,7315041.0,0.0,0.0,59.60449489,,6.0,373.5,0.075733597,2273.4,75.99,4.678692218999999,1507.698887,25819999.71,68.23100000000001,0.707700013,234.0412785,2.5,53.44,Low_Middle,195886,69784088,77991755,86326250,93966780,102113212,109581078.0,,,,,2000,77991755.0,Population_2000,,,
318,1995244N16256,HENRIETTE,MEX,1995,EP,EP,TS,"['1995-09-04 09:00:00', '1995-09-04 12:00:00', '1995-09-04 15:00:00', '1995-09-04 18:00:00', '1995-09-04 21:00:00', '1995-09-05 00:00:00', '1995-09-05 03:00:00', '1995-09-03 00:00:00', '1995-09-03 03:00:00', '1995-09-03 06:00:00', '1995-09-03 09:00:00', '1995-09-03 12:00:00', '1995-09-03 15:00:00', '1995-09-04 03:00:00', '1995-09-04 06:00:00', '1995-09-05 06:00:00', '1995-09-05 09:00:00']","[[22.34, -109.23], [22.6, -109.7], [22.9, -110.17], [23.2, -110.7], [23.46, -111.32], [23.7, -112.0], [23.96, -112.69], [19.7, -107.4], [19.89, -107.46], [20.1, -107.5], [20.35, -107.5], [20.6, -107.5], [20.79, -107.52], [21.86, -108.36], [22.1, -108.8], [24.2, -113.4], [24.38, -114.14]]",0,0,0,1,75.70588235,979.0588234999999,9.117647059,273.52941180000005,88.5,454720.0,5949444393.0,204698.0,2224931730.0,0.0,0.0,59.60449489,,,155.8999939,0.24611817,2519.6,78.45,-6.291230821,7717.721531,29919999.36,72.598,0.7511328009999999,47.15310836,3.7,26.631999999999998,High_Middle,800,91663285,98899845,106005203,114092963,121858258,128932753.0,657619.3125,366221.625,147275.296875,484.0,2000,98899845.0,Population_2000,609500.9194725387,339424.97266338614,136499.07652446508
319,1995250N09161,OSCAR,JPN,1995,WP,WP,TS,"['1995-09-17 03:00:00', '1995-09-17 00:00:00', '1995-09-17 06:00:00']","[[34.65, 141.11], [33.33, 139.82], [36.33, 142.67]]",3,0,3,4,96.25,941.0,37.66666667,36.66666667,140.4,,,,,,,59.60449489,9600.0,3.0,6538.0,0.036910371000000004,6003.2,109.66,2.742140322,40368.71228,0.0,79.53634146,9.268462106,344.0455293,3.5,21.984,High,500,125439000,126843000,127773000,128070000,127141000,126476461.0,938644.125,38904736.0,0.0,392.0,2000,126843000.0,Population_2000,928254.4594173506,38474107.19632932,0.0
320,1995256N12309,MARILYN,VIR,1995,NAm,CS,TS,"['1995-09-16 03:00:00', '1995-09-15 18:00:00', '1995-09-15 21:00:00', '1995-09-16 00:00:00']","[[18.2, -64.94], [17.4, -64.2], [17.65, -64.47], [17.9, -64.7]]",21,0,21,2,88.5,963.25,7.5,318.25,102.0,54680.0,0.0,54680.0,0.0,0.0,0.0,59.60449489,136000.0,7.0,,0.027824667,,92.73,,36687.05451,0.0,75.50992683,0.0,308.0514286,9.3561772,9.562999999999999,High,10000,107818,108642,108454,108358,107710,,,,,,2000,108642.0,Population_2000,,,
321,1995256N15253,ISMAEL,MEX,1995,EP,EP,TS,"['1995-09-14 18:00:00', '1995-09-14 21:00:00', '1995-09-15 00:00:00', '1995-09-15 03:00:00', '1995-09-15 04:00:00', '1995-09-15 06:00:00', '1995-09-15 09:00:00', '1995-09-15 12:00:00', '1995-09-15 15:00:00', '1995-09-14 15:00:00']","[[22.6, -108.8], [23.5, -108.91], [24.4, -109.0], [25.29, -109.08], [25.59, -109.09], [26.2, -109.1], [27.21, -109.16], [28.3, -109.2], [29.4, -109.13], [21.67, -108.66]]",21,0,21,1,61.4,990.2,19.4,249.0,74.9,3172695.0,57335849434.0,477006.0,9763465464.0,0.0,0.0,59.60449489,800000.0,105.0,155.8999939,0.24611817,2519.6,78.45,-6.291230821,7717.721531,29919999.36,72.598,0.7511328009999999,47.15310836,3.7,26.631999999999998,High_Middle,40000,91663285,98899845,106005203,114092963,121858258,128932753.0,2898418.0,1168088.5,266459.4375,484.0,2000,98899845.0,Population_2000,2686339.0451535084,1082618.7753956793,246962.44327280985
322,1995271N19273,OPAL,USA,1995,NAm,GM,TS,"['1995-10-04 21:00:00', '1995-10-04 22:00:00', '1995-10-05 00:00:00', '1995-10-05 03:00:00', '1995-10-05 06:00:00', '1995-10-05 09:00:00', '1995-10-05 12:00:00', '1995-10-05 15:00:00', '1995-10-05 18:00:00', '1995-10-05 21:00:00', '1995-10-06 00:00:00', '1995-10-06 03:00:00', '1995-10-06 06:00:00', '1995-10-06 09:00:00', '1995-10-06 12:00:00', '1995-10-04 12:00:00', '1995-10-04 15:00:00', '1995-10-04 18:00:00']","[[29.96, -87.25], [30.3, -87.1], [31.0, -86.8], [32.09, -86.46], [33.2, -86.2], [34.23, -86.06], [35.4, -85.7], [36.97, -84.66], [38.5, -83.5], [39.62, -82.86], [40.5, -82.3], [41.3, -81.47], [42.0, -80.5], [42.67, -79.46], [43.3, -78.4], [27.3, -88.5], [28.17, -88.1], [29.0, -87.7]]",21,0,21,-4,63.0,968.3888889000001,22.61111111,27.05555556,125.6,26732479.0,5505080000000.0,5147280.0,1115820000000.0,510870.0,112238000000.0,59.60449489,3000000.0,19.0,19622.90039,0.6828915640000001,4644.8,83.89,2.6842871319999997,38369.16184,0.0,75.62195122,12.74143303,29.07295151,4.7893238,22.743000000000002,High,78000,266278000,282162411,295516599,309321666,320635163,331002651.0,23775782.0,9533535.0,1161192.0,840.0,2000,282162411.0,Population_2000,22437317.773684602,8996842.009299388,1095822.3750646927
323,1995271N19273,OPAL,MEX,1995,NAm,GM,TS,"['1995-09-27 18:00:00', '1995-09-27 21:00:00', '1995-09-28 00:00:00', '1995-09-28 03:00:00', '1995-09-28 06:00:00', '1995-09-28 09:00:00', '1995-09-28 12:00:00', '1995-09-28 15:00:00', '1995-09-28 18:00:00', '1995-09-28 21:00:00', '1995-09-29 00:00:00', '1995-09-29 03:00:00', '1995-09-29 06:00:00', '1995-09-29 09:00:00', '1995-09-29 12:00:00', '1995-09-29 15:00:00', '1995-09-29 18:00:00', '1995-09-29 21:00:00', '1995-09-30 00:00:00', '1995-09-30 03:00:00', '1995-09-30 06:00:00', '1995-09-30 09:00:00', '1995-09-30 12:00:00', '1995-09-30 15:00:00', '1995-09-30 18:00:00', '1995-09-30 21:00:00', '1995-10-01 00:00:00', '1995-10-01 03:00:00', '1995-10-01 06:00:00', '1995-10-01 09:00:00', '1995-10-01 12:00:00', '1995-10-01 15:00:00', '1995-10-01 18:00:00', '1995-10-01 21:00:00', '1995-10-02 00:00:00', '1995-10-02 03:00:00', '1995-10-02 06:00:00', '1995-10-02 09:00:00', '1995-10-02 12:00:00', '1995-10-02 15:00:00']","[[19.1, -87.3], [19.28, -87.38], [19.4, -87.5], [19.43, -87.69], [19.4, -87.9], [19.35, -88.06], [19.3, -88.2], [19.29, -88.32], [19.3, -88.4], [19.34, -88.42], [19.4, -88.4], [19.45, -88.41], [19.5, -88.4], [19.54, -88.36], [19.6, -88.3], [19.68, -88.24], [19.8, -88.2], [19.93, -88.19], [20.1, -88.2], [20.34, -88.23], [20.6, -88.3], [20.86, -88.36], [21.1, -88.5], [21.3, -88.75], [21.4, -89.1], [21.39, -89.49], [21.3, -89.9], [21.21, -90.32], [21.1, -90.7], [20.99, -90.98], [20.9, -91.2], [20.84, -91.42], [20.8, -91.6], [20.73, -91.77], [20.7, -91.9], [20.73, -92.01], [20.8, -92.1], [20.89, -92.22], [21.0, -92.3], [21.08, -92.32]]",21,0,21,-1,36.9,995.675,3.625,220.2,54.3,2083418.0,27781560282.0,0.0,0.0,0.0,0.0,59.60449489,124700.0,19.0,155.8999939,0.24611817,2519.6,78.45,-6.291230821,7717.721531,29919999.36,72.598,0.7511328009999999,47.15310836,3.7,26.631999999999998,High_Middle,3000,91663285,98899845,106005203,114092963,121858258,128932753.0,3177406.75,1902608.125,279461.03125,484.0,2000,98899845.0,Population_2000,2944914.02373961,1763393.166138841,259012.70273843865
324,1995281N14278,ROXANNE,MEX,1995,NAm,GM,TS,"['1995-10-10 21:00:00', '1995-10-10 21:52:00', '1995-10-11 00:00:00', '1995-10-11 02:00:00', '1995-10-11 03:00:00', '1995-10-11 06:00:00', '1995-10-11 09:00:00', '1995-10-11 12:00:00', '1995-10-11 15:00:00', '1995-10-11 18:00:00', '1995-10-11 21:00:00', '1995-10-12 00:00:00', '1995-10-12 03:00:00', '1995-10-12 06:00:00', '1995-10-12 09:00:00', '1995-10-12 12:00:00', '1995-10-20 21:00:00', '1995-10-10 15:00:00', '1995-10-10 18:00:00', '1995-10-12 15:00:00', '1995-10-12 18:00:00', '1995-10-12 21:00:00', '1995-10-13 00:00:00', '1995-10-13 03:00:00', '1995-10-15 09:00:00', '1995-10-15 12:00:00', '1995-10-15 15:00:00', '1995-10-15 18:00:00', '1995-10-15 21:00:00', '1995-10-16 00:00:00', '1995-10-16 03:00:00', '1995-10-16 06:00:00', '1995-10-16 09:00:00', '1995-10-16 12:00:00', '1995-10-16 15:00:00', '1995-10-16 18:00:00', '1995-10-16 21:00:00', '1995-10-17 00:00:00', '1995-10-19 15:00:00', '1995-10-19 18:00:00', '1995-10-19 21:00:00', '1995-10-20 00:00:00', '1995-10-20 03:00:00', '1995-10-20 06:00:00', '1995-10-20 09:00:00', '1995-10-20 12:00:00', '1995-10-20 15:00:00', '1995-10-20 18:00:00']","[[19.99, -86.56], [20.0, -86.7], [20.0, -87.0], [20.0, -87.6], [20.0, -87.79], [20.0, -88.1], [19.97, -88.58], [19.9, -89.1], [19.81, -89.56], [19.7, -90.0], [19.58, -90.42], [19.5, -90.8], [19.48, -91.16], [19.5, -91.5], [19.48, -91.87], [19.5, -92.2], [19.99, -95.7], [19.66, -85.47], [19.9, -86.0], [19.57, -92.44], [19.7, -92.6], [19.88, -92.71], [20.1, -92.8], [20.29, -92.93], [21.2, -92.14], [21.0, -91.9], [20.79, -91.72], [20.6, -91.6], [20.48, -91.51], [20.4, -91.5], [20.34, -91.57], [20.3, -91.7], [20.29, -91.85], [20.3, -92.0], [20.34, -92.11], [20.4, -92.2], [20.48, -92.3], [20.6, -92.4], [22.29, -95.56], [22.3, -95.6], [22.38, -95.61], [22.4, -95.6], [22.25, -95.55], [22.0, -95.5], [21.8, -95.49], [21.5, -95.5], [21.04, -95.46], [20.5, -95.5]]",21,0,21,1,62.6875,987.75,5.875,243.97916669999998,103.3,3907323.0,55089329577.0,714689.0,13525083610.0,10543.0,179915438.0,59.60449489,1500000.0,29.0,155.8999939,0.24611817,2519.6,78.45,-6.291230821,7717.721531,29919999.36,72.598,0.7511328009999999,47.15310836,3.7,26.631999999999998,High_Middle,20000,91663285,98899845,106005203,114092963,121858258,128932753.0,4257560.5,863502.8125,142833.46875,484.0,2000,98899845.0,Population_2000,3946032.286665793,800319.8023261721,132382.25958362062
325,1995293N05177,ANGELA,PHL,1995,WP,WP,TS,"['1995-11-02 06:00:00', '1995-11-02 09:00:00', '1995-11-02 12:00:00', '1995-11-02 15:00:00', '1995-11-02 18:00:00', '1995-11-02 21:00:00', '1995-11-03 00:00:00', '1995-11-03 03:00:00', '1995-11-03 06:00:00', '1995-11-03 09:00:00', '1995-11-02 00:00:00', '1995-11-02 03:00:00', '1995-11-03 12:00:00', '1995-11-03 15:00:00']","[[14.2, 125.1], [14.13, 124.66], [14.07, 124.2], [14.08, 123.72], [14.12, 123.17], [14.18, 122.56], [14.25, 121.85], [14.35, 121.02], [14.45, 120.2], [14.55, 119.53], [14.25, 126.0], [14.23, 125.55], [14.62, 118.95], [14.64, 118.43]]",9,7,2,5,99.82142857,947.8571429,11.28571429,271.57142860000005,154.6,50638714.0,461242000000.0,39673129.0,338239000000.0,33308402.0,268005000000.0,59.60449489,244000.0,882.0,373.5,0.075733597,2273.4,75.99,4.678692218999999,1507.698887,25819999.71,68.23100000000001,0.707700013,234.0412785,2.5,53.44,Low_Middle,1599588,69784088,77991755,86326250,93966780,102113212,109581078.0,41424944.0,44957040.0,10650541.0,608.0,2000,77991755.0,Population_2000,37065481.31262173,40225867.92128886,9529703.369178036
326,1995294N05163,ZACK,VNM,1995,WP,WP,TS,"['1995-11-01 00:00:00', '1995-11-01 03:00:00', '1995-11-01 06:00:00', '1995-11-01 09:00:00', '1995-10-31 18:00:00', '1995-10-31 21:00:00']","[[14.82, 109.62], [14.79, 109.08], [14.72, 108.45], [14.65, 107.7], [14.78, 110.6], [14.81, 110.12]]",21,12,9,3,72.33333333,968.8888889000001,11.33333333,267.8333333,113.4,8520882.0,57041892723.0,3234427.0,22217753065.0,1217295.0,6908620392.0,59.60449489,21200.0,16.0,,0.072126108,3570.0,61.82,9.540480175,583.3140846,56460000.99,71.923,0.031370785,230.1467357,2.7,77.834,Low_Middle,23051,74910461,79910412,83832661,87967651,92677076,97338579.0,6353386.5,4151145.5,420334.375,704.0,2000,79910412.0,Population_2000,5955858.563539586,3891410.5846816995,394034.2818579996
327,1995294N05163,ZACK,PHL,1995,WP,WP,TS,"['1995-10-27 21:00:00', '1995-10-28 00:00:00', '1995-10-28 03:00:00', '1995-10-28 06:00:00', '1995-10-28 09:00:00', '1995-10-28 12:00:00', '1995-10-28 15:00:00', '1995-10-28 18:00:00', '1995-10-28 21:00:00', '1995-10-29 00:00:00', '1995-10-29 03:00:00', '1995-10-29 06:00:00', '1995-10-29 09:00:00', '1995-10-27 18:00:00', '1995-10-29 12:00:00']","[[10.4, 126.33], [10.5, 125.67], [10.65, 124.95], [10.78, 124.22], [10.81, 123.57], [10.82, 122.95], [10.91, 122.32], [11.03, 121.7], [11.13, 121.08], [11.22, 120.45], [11.32, 119.81], [11.4, 119.2], [11.45, 118.64], [10.32, 126.97], [11.53, 118.1]]",15,0,15,1,59.35,982.0888889,12.6,277.8666667,114.3,21540074.0,203346000000.0,12901148.0,112693000000.0,3007430.0,30276467301.0,59.60449489,30000.0,146.0,373.5,0.075733597,2273.4,75.99,4.678692218999999,1507.698887,25819999.71,68.23100000000001,0.707700013,234.0412785,2.5,53.44,Low_Middle,348053,69784088,77991755,86326250,93966780,102113212,109581078.0,13697628.0,6035907.5,2156682.5,608.0,2000,77991755.0,Population_2000,12256122.172699716,5400702.935071277,1929718.3576399838
