SID;NAME;ISO;YEAR;BASIN;SUB BASIN;NATURE;ISO_TIME;COORDS;TOTAL_HRS;DAY_HRS;NIGHT_HRS;USA_SSHS;WIND_CALC_MEAN;PRES_CALC_MEAN;STORM_SPD_MEAN;STORM_DR_MEAN;V_LAND_KN;34KN_POP;34KN_ASSETS;64KN_POP;64KN_ASSETS;96KN_POP;96KN_ASSETS;CPI;TOTAL_DAMAGE_(000$);TOTAL_DEATHS;Air transport, freight (million ton-km);Arable land (hectares per person);Cereal yield (kg per hectare);Food production index (2004-2006 = 100);GDP growth (annual %);GDP per capita (constant 2010 US$);Net flows from UN agencies US$;Life expectancy at birth, total (years);Mobile cellular subscriptions (per 100 people);Population density (people per sq. km of land area);Adjusted savings: education expenditure (% of GNI);Rural population (% of total population);Income_level_Final;TOTAL_AFFECTED;Population, total;Population_2000;Population_2005;Population_2010;Population_2015;
1991187N06139;ZEKE;VNM;1991;WP;WP;TS;['1991-07-13 15:00:00', '1991-07-13 18:00:00', '1991-07-13 21:00:00', '1991-07-14 00:00:00', '1991-07-14 03:00:00', '1991-07-14 06:00:00', '1991-07-14 09:00:00', '1991-07-14 12:00:00', '1991-07-14 15:00:00', '1991-07-14 18:00:00', '1991-07-14 21:00:00'];[[20.41, 107.86], [20.7, 107.28], [20.99, 106.81], [21.25, 106.4], [21.44, 105.97], [21.57, 105.59], [21.69, 105.24], [21.81, 104.93], [21.99, 104.6], [22.2, 104.05], [22.31, 103.52]];6;5;1;0;40.21969697;988.4545455;9.181818182;294.3636364;89;32142423;2.01168E+11;5188156;38116101958;0;0;53.27115662;;21;;0.077307539;3006.4;49.82;5.960843932;449.5366532;69690000.77;70.842;0;213.3305294;2.3;79.371;Low_Middle;776;69436954;79910412;83832661;87967651;92677076;
1991187N06139;ZEKE;CHN;1991;WP;WP;TS;['1991-07-12 18:00:00', '1991-07-12 21:00:00', '1991-07-13 00:00:00', '1991-07-13 03:00:00', '1991-07-13 06:00:00', '1991-07-13 09:00:00', '1991-07-13 12:00:00', '1991-07-12 12:00:00', '1991-07-12 15:00:00'];[[18.5, 110.8], [18.68, 110.31], [18.85, 109.88], [19.14, 109.5], [19.48, 109.15], [19.79, 108.82], [20.1, 108.42], [17.85, 111.88], [18.21, 111.35]];21;0;21;1;66.66666667;970.6666667;10;304.8888889;99.1;13655272;3.21435E+11;4259904;1.06006E+11;91030;2259190222;53.27115662;117560;33;1009.5;0.108513356;4231.4;49.62;9.294075913;786.1296588;113029999.3;69.242;0.00398559;122.576625;1.7861795;72.688;Low_Middle;7141;1150780000;1262645000;1303720000;1337705000;1371220000;
1991194N11147;AMY;CHN;1991;WP;WP;TS;['1991-07-19 06:00:00', '1991-07-19 09:00:00', '1991-07-19 12:00:00', '1991-07-19 15:00:00', '1991-07-19 18:00:00', '1991-07-19 21:00:00', '1991-07-20 00:00:00', '1991-07-20 03:00:00', '1991-07-20 06:00:00', '1991-07-20 09:00:00', '1991-07-20 12:00:00', '1991-07-20 15:00:00', '1991-07-19 03:00:00'];[[23.02, 117.35], [23.27, 116.53], [23.52, 115.76], [23.82, 115.16], [24.15, 114.6], [24.48, 113.94], [24.92, 113.2], [25.61, 112.27], [26.52, 111.23], [27.57, 110.39], [28.0, 110.0], [28.48, 109.61], [22.77, 118.04]];21;0;21;-1;52.15;982.3076923;16.07692308;306;121.8;38212551;8.79098E+11;17117554;3.58844E+11;6437298;1.29892E+11;53.27115662;465330;100;1009.5;0.108513356;4231.4;49.62;9.294075913;786.1296588;113029999.3;69.242;0.00398559;122.576625;1.7861795;72.688;Low_Middle;1013939;1150780000;1262645000;1303720000;1337705000;1371220000;
1991194N11147;AMY;PHL;1991;WP;WP;TS;['1991-07-18 15:00:00'];[[21.01, 121.64]];0;0;0;4;102.5;934;17;300;142.4;6226;62079342;0;0;0;0;53.27115662;;4;307.6000061;0.086471019;2042.3;71.26;-0.578334651;1480.95041;39440000.29;66.811;0.054527014;212.8141195;2.250849;53.099;Low_Middle;2500;63454786;77991755;86326250;93966780;102113212;
1991196N06153;BRENDAN;PHL;1991;WP;WP;TS;['1991-07-22 00:00:00', '1991-07-22 03:00:00', '1991-07-22 06:00:00', '1991-07-22 09:00:00', '1991-07-22 12:00:00', '1991-07-22 15:00:00', '1991-07-21 03:00:00', '1991-07-21 06:00:00', '1991-07-21 09:00:00', '1991-07-21 12:00:00', '1991-07-21 15:00:00', '1991-07-21 18:00:00', '1991-07-21 21:00:00', '1991-07-22 18:00:00'];[[16.65, 123.0], [17.05, 122.57], [17.52, 122.1], [18.1, 121.65], [18.65, 121.15], [19.03, 120.58], [14.83, 125.81], [15.12, 125.38], [15.4, 124.89], [15.65, 124.42], [15.84, 124.04], [16.05, 123.7], [16.31, 123.36], [19.35, 119.9]];18;10;8;0;50.8452381;985.2380952;11.5;307.4285714;95.1;11547637;86368209707;2621962;23289731247;0;0;53.27115662;;2;307.6000061;0.086471019;2042.3;71.26;-0.578334651;1480.95041;39440000.29;66.811;0.054527014;212.8141195;2.250849;53.099;Low_Middle;10000;63454786;77991755;86326250;93966780;102113212;
1991220N10133;FRED;CHN;1991;WP;WP;TS;['1991-08-15 18:00:00', '1991-08-15 21:00:00', '1991-08-16 00:00:00', '1991-08-16 03:00:00', '1991-08-16 06:00:00', '1991-08-16 09:00:00', '1991-08-16 12:00:00', '1991-08-16 15:00:00', '1991-08-16 18:00:00', '1991-08-16 21:00:00', '1991-08-15 06:00:00', '1991-08-15 09:00:00', '1991-08-15 12:00:00', '1991-08-15 15:00:00', '1991-08-17 00:00:00'];[[20.4, 111.53], [20.37, 110.96], [20.3, 110.42], [20.14, 109.89], [19.9, 109.42], [19.6, 109.05], [19.3, 108.72], [19.06, 108.36], [18.85, 108.03], [18.64, 107.77], [20.38, 113.85], [20.47, 113.35], [20.52, 112.78], [20.48, 112.15], [18.45, 107.5]];6;0;6;2;73.41666667;964.9555556;9.266666667;250.6666667;114.4;21196546;4.96397E+11;6647775;1.51959E+11;1385685;29606503203;53.27115662;110000;14;1009.5;0.108513356;4231.4;49.62;9.294075913;786.1296588;113029999.3;69.242;0.00398559;122.576625;1.7861795;72.688;Low_Middle;33424;1150780000;1262645000;1303720000;1337705000;1371220000;
1991220N10133;FRED;VNM;1991;WP;WP;TS;['1991-08-17 03:00:00', '1991-08-17 06:00:00', '1991-08-17 09:00:00', '1991-08-17 12:00:00'];[[18.29, 107.15], [18.15, 106.72], [17.98, 106.28], [17.83, 105.75]];9;4;5;1;54.625;977;9.75;250.75;90.7;7462952;42919892267;2141246;12632639591;0;0;53.27115662;9500;17;;0.077307539;3006.4;49.82;5.960843932;449.5366532;69690000.77;70.842;0;213.3305294;2.3;79.371;Low_Middle;455921;69436954;79910412;83832661;87967651;92677076;
1991226N18159;GLADYS;KOR;1991;WP;WP;TS;['1991-08-23 03:00:00', '1991-08-23 06:00:00', '1991-08-23 09:00:00', '1991-08-23 12:00:00', '1991-08-23 15:00:00', '1991-08-23 18:00:00', '1991-08-23 21:00:00', '1991-08-24 00:00:00'];[[34.1, 128.11], [34.53, 127.73], [34.91, 127.15], [35.3, 126.52], [35.49, 125.98], [35.53, 125.4], [35.53, 124.86], [35.47, 124.27]];21;0;21;-1;35.1875;988.9166667;10.375;291.75;48.4;4808894;8.01329E+11;0;0;0;0;53.27115662;310000;72;2597;0.04450788;5639;78.27;10.35395136;9249.388792;4200000.048;72.04634146;0.382974251;448.8461953;2.9;25.028;High_Middle;20750;43295704;47008111;48184561;49554112;51014947;
1991228N26286;BOB;USA;1991;NAm;NAm;TS;['1991-08-19 00:00:00', '1991-08-19 03:00:00', '1991-08-19 15:00:00', '1991-08-19 17:20:00', '1991-08-19 18:00:00', '1991-08-19 21:00:00', '1991-08-20 00:00:00', '1991-08-20 01:30:00', '1991-08-20 03:00:00', '1991-08-20 06:00:00', '1991-08-18 18:00:00', '1991-08-18 21:00:00', '1991-08-19 06:00:00', '1991-08-19 09:00:00', '1991-08-19 12:00:00'];[[34.6, -75.3], [35.49, -74.95], [40.29, -72.25], [41.2, -71.6], [41.4, -71.4], [42.65, -70.52], [43.8, -69.6], [44.1, -69.1], [44.54, -68.6], [45.6, -67.6], [33.0, -76.1], [33.77, -75.72], [36.5, -74.5], [37.65, -73.81], [38.9, -73.0]];12;4;8;2;81.6;964.8;23.6;28;109.9;18755069;3.80391E+12;3776289;7.64734E+11;301855;61286004436;53.27115662;1500000;18;14486.2002;0.733952352;4507.6;77.15;-0.108259105;35542.14111;0;75.36585366;2.96895054;27.62114913;4.5;24.299;High;1200;252981000;282162411;295516599;309321666;320635163;
1991256N13171;MIREILLE;JPN;1991;WP;WP;TS;['1991-09-27 06:00:00', '1991-09-27 07:00:00', '1991-09-27 09:00:00', '1991-09-27 12:00:00', '1991-09-27 22:00:00', '1991-09-28 00:00:00', '1991-09-27 03:00:00', '1991-09-27 15:00:00', '1991-09-27 18:00:00', '1991-09-27 21:00:00', '1991-09-28 03:00:00', '1991-09-28 06:00:00', '1991-09-28 09:00:00'];[[32.42, 129.25], [32.85, 129.66], [33.88, 130.6], [35.49, 132.32], [41.62, 139.47], [43.5, 141.8], [31.08, 128.3], [37.14, 134.16], [38.99, 136.42], [41.0, 138.65], [45.5, 145.27], [47.0, 148.0], [47.71, 150.21]];3;1;2;-1;75.05769231;955.4230769;46.07692308;44.30769231;130.9;29821379;3.75707E+12;13182367;1.73181E+12;5480806;7.06085E+11;53.27115662;10000000;66;5225.299805;0.038250176;5415.6;110.19;3.417496762;39253.64184;0;79.10073171;1.103106152;339.8820625;4.0822806;22.527;High;91128;123921000;126843000;127773000;128070000;127141000;
1991289N06156;RUTH;PHL;1991;WP;WP;TS;['1991-10-27 03:00:00', '1991-10-27 06:00:00', '1991-10-27 09:00:00', '1991-10-27 12:00:00', '1991-10-27 15:00:00', '1991-10-27 18:00:00', '1991-10-27 21:00:00', '1991-10-28 00:00:00', '1991-10-28 03:00:00', '1991-10-28 06:00:00', '1991-10-28 09:00:00', '1991-10-28 12:00:00', '1991-10-28 15:00:00', '1991-10-28 18:00:00', '1991-10-28 21:00:00', '1991-10-26 21:00:00', '1991-10-27 00:00:00', '1991-10-29 00:00:00', '1991-10-29 03:00:00', '1991-10-29 06:00:00', '1991-10-29 09:00:00', '1991-10-29 12:00:00', '1991-10-29 15:00:00', '1991-10-29 18:00:00', '1991-10-29 21:00:00', '1991-10-30 00:00:00', '1991-10-30 03:00:00', '1991-10-30 06:00:00'];[[18.46, 123.04], [18.27, 122.7], [18.13, 122.37], [18.0, 122.08], [17.9, 121.77], [17.82, 121.5], [17.77, 121.27], [17.75, 121.08], [17.77, 120.89], [17.82, 120.7], [17.91, 120.47], [18.05, 120.25], [18.23, 120.05], [18.45, 119.9], [18.68, 119.78], [18.65, 123.94], [18.6, 123.45], [18.93, 119.72], [19.18, 119.72], [19.43, 119.8], [19.63, 119.94], [19.82, 120.12], [20.0, 120.3], [20.2, 120.55], [20.43, 120.88], [20.69, 121.28], [20.97, 121.83], [21.27, 122.46]];3;0;3;0;59.49107143;971.3452381;6.392857143;196.9285714;115.7;13038295;1.00835E+11;8579971;51143112556;838121;7528759705;53.27115662;90000;65;307.6000061;0.086471019;2042.3;71.26;-0.578334651;1480.95041;39440000.29;66.811;0.054527014;212.8141195;2.250849;53.099;Low_Middle;316038;63454786;77991755;86326250;93966780;102113212;
1991304N08140;THELMA;PHL;1991;WP;WP;TS;['1991-11-04 15:00:00', '1991-11-04 18:00:00', '1991-11-04 21:00:00', '1991-11-05 00:00:00', '1991-11-05 03:00:00', '1991-11-05 06:00:00', '1991-11-05 09:00:00', '1991-11-05 12:00:00', '1991-11-05 15:00:00', '1991-11-05 18:00:00', '1991-11-06 00:00:00', '1991-11-06 03:00:00', '1991-11-06 06:00:00', '1991-11-06 09:00:00', '1991-11-04 06:00:00', '1991-11-04 09:00:00', '1991-11-04 12:00:00', '1991-11-05 21:00:00', '1991-11-06 12:00:00'];[[11.95, 126.17], [11.78, 125.85], [11.61, 125.41], [11.45, 124.92], [11.29, 124.5], [11.12, 124.05], [10.94, 123.52], [10.75, 122.92], [10.59, 122.31], [10.45, 121.65], [10.25, 120.22], [10.28, 119.59], [10.4, 118.92], [10.58, 118.14], [12.45, 127.25], [12.29, 126.86], [12.12, 126.47], [10.32, 120.94], [10.8, 117.33]];21;0;21;0;36.48684211;995.1929825;11.31578947;257.7894737;66.4;16900369;1.5265E+11;232489;2187425386;0;0;53.27115662;100000;5956;307.6000061;0.086471019;2042.3;71.26;-0.578334651;1480.95041;39440000.29;66.811;0.054527014;212.8141195;2.250849;53.099;Low_Middle;647254;63454786;77991755;86326250;93966780;102113212;
1991338S08181;VAL;WSM;1991;SP;SP;TS;['1991-12-07 12:00:00', '1991-12-07 15:00:00', '1991-12-07 18:00:00', '1991-12-07 21:00:00', '1991-12-08 00:00:00', '1991-12-08 03:00:00', '1991-12-08 06:00:00', '1991-12-08 09:00:00', '1991-12-08 12:00:00', '1991-12-08 15:00:00', '1991-12-08 18:00:00', '1991-12-08 21:00:00', '1991-12-09 00:00:00', '1991-12-09 03:00:00', '1991-12-09 06:00:00', '1991-12-09 09:00:00', '1991-12-09 12:00:00', '1991-12-09 15:00:00', '1991-12-09 18:00:00', '1991-12-07 00:00:00', '1991-12-07 03:00:00', '1991-12-07 06:00:00', '1991-12-07 09:00:00'];[[-12.83, -172.8], [-13.07, -172.67], [-13.3, -172.6], [-13.57, -172.55], [-13.8, -172.53], [-13.92, -172.54], [-13.97, -172.57], [-14.0, -172.57], [-14.03, -172.57], [-14.14, -172.53], [-14.23, -172.5], [-14.27, -172.54], [-14.27, -172.53], [-14.22, -172.4], [-14.17, -172.2], [-14.15, -172.0], [-14.17, -171.8], [-14.2, -171.61], [-14.23, -171.4], [-11.97, -173.67], [-12.16, -173.47], [-12.33, -173.27], [-12.58, -173.02]];21;0;21;3;103.4347826;944.5217391;3.52173913;134.6956522;122.4;181424;3544315815;181424;3544315815;180416;3520381236;53.27115662;278000;13;;0.115855778;;74.79;-2.300007023;2335.193697;2390000.038;66.47;0;57.94946996;3.9506598;78.8;Low_Middle;88000;163997;174454;179727;185949;193513;
1992005S07172;BETSY;VUT;1992;SP;SP;TS;['1992-01-08 21:00:00', '1992-01-09 00:00:00', '1992-01-09 03:00:00', '1992-01-09 06:00:00', '1992-01-08 15:00:00', '1992-01-08 18:00:00', '1992-01-09 09:00:00'];[[-16.08, 168.53], [-16.37, 168.0], [-16.59, 167.47], [-16.8, 166.9], [-15.48, 169.38], [-15.77, 169.0], [-17.05, 166.28]];12;0;12;2;86.66666667;956.2857143;11;241.2857143;114.4;196282;721348085;83864;315347790;40454;180828885;54.88464241;;2;1.100000024;0.128890894;469.4;95.9;2.59201652;2564.445879;2169999.928;65.349;0;12.7292863;4.9315631;80.715;Low_Middle;10;155170;184972;209282;236211;271130;
1992174N13126;CHUCK;VNM;1992;WP;WP;TS;['1992-06-29 00:00:00', '1992-06-29 03:00:00', '1992-06-29 06:00:00', '1992-06-29 09:00:00', '1992-06-29 12:00:00', '1992-06-29 15:00:00', '1992-06-29 18:00:00', '1992-06-29 21:00:00', '1992-06-30 00:00:00', '1992-06-30 03:00:00', '1992-06-30 06:00:00', '1992-06-30 09:00:00', '1992-06-30 12:00:00', '1992-06-30 15:00:00', '1992-06-30 18:00:00', '1992-06-30 21:00:00', '1992-07-01 00:00:00', '1992-07-01 03:00:00', '1992-07-01 06:00:00', '1992-07-01 09:00:00', '1992-07-01 12:00:00', '1992-07-01 15:00:00', '1992-06-28 21:00:00'];[[20.02, 107.4], [20.28, 107.19], [20.52, 106.97], [20.79, 106.77], [21.02, 106.55], [21.19, 106.28], [21.32, 105.97], [21.49, 105.64], [21.63, 105.39], [21.69, 105.35], [21.71, 105.42], [21.75, 105.49], [21.9, 105.5], [22.05, 105.47], [22.13, 105.47], [22.15, 105.49], [22.2, 105.59], [22.39, 105.89], [22.79, 106.13], [22.99, 106.13], [23.04, 106.1], [23.0, 106.5], [19.75, 107.58]];21;12;9;-1;36.78409091;989.9347826;4.434782609;187.173913;68.6;34239450;2.11095E+11;1206336;9981157272;0;0;54.88464241;400;14;;0.077676772;3212.6;53.8;8.64604746;478.4368954;62629999.64;71.124;0.001128613;217.7746812;2.3;78.994;Low_Middle;47186;70883481;79910412;83832661;87967651;92677076;
1992188N07156;ELI;PHL;1992;WP;WP;TS;['1992-07-11 00:00:00', '1992-07-11 03:00:00', '1992-07-11 06:00:00', '1992-07-11 09:00:00', '1992-07-10 15:00:00', '1992-07-10 18:00:00', '1992-07-10 21:00:00', '1992-07-11 12:00:00'];[[15.72, 122.33], [15.94, 121.36], [16.2, 120.45], [16.54, 119.53], [15.27, 125.53], [15.4, 124.47], [15.55, 123.39], [16.82, 118.65]];12;4;8;1;63.46875;975.625;19.375;282.875;107;24174139;2.418E+11;8002812;89897791090;711787;8310972952;54.88464241;;22;314.1000061;0.083589516;2105.2;71.22;0.33760303;1450.176564;35350000.67;67.239;0.086194863;218.0639099;2.250849;53.185;Low_Middle;5135;65020116;77991755;86326250;93966780;102113212;
1992198N13135;GARY;PHL;1992;WP;WP;TS;['1992-07-19 18:00:00', '1992-07-19 21:00:00', '1992-07-20 00:00:00', '1992-07-20 03:00:00', '1992-07-20 06:00:00', '1992-07-20 09:00:00', '1992-07-20 12:00:00', '1992-07-20 15:00:00', '1992-07-18 15:00:00', '1992-07-18 18:00:00', '1992-07-18 21:00:00', '1992-07-19 00:00:00', '1992-07-19 03:00:00', '1992-07-19 06:00:00', '1992-07-19 09:00:00', '1992-07-19 12:00:00', '1992-07-19 15:00:00', '1992-07-20 18:00:00'];[[16.15, 123.08], [16.34, 122.65], [16.55, 122.22], [16.8, 121.78], [17.05, 121.28], [17.26, 120.7], [17.43, 120.08], [17.51, 119.48], [14.84, 125.73], [14.93, 125.27], [15.03, 124.87], [15.13, 124.93], [15.25, 124.85], [15.4, 124.69], [15.57, 124.44], [15.75, 123.97], [15.95, 123.52], [17.57, 118.85]];0;0;0;-1;28.16666667;1000.157407;8.888888889;296.7222222;38.8;2927508;13587115887;0;0;0;0;54.88464241;;42;314.1000061;0.083589516;2105.2;71.22;0.33760303;1450.176564;35350000.67;67.239;0.086194863;218.0639099;2.250849;53.185;Low_Middle;134494;65020116;77991755;86326250;93966780;102113212;
1992230N11325;ANDREW;USA;1992;NAm;GM;TS;['1992-08-24 08:40:00', '1992-08-24 09:00:00', '1992-08-24 09:05:00', '1992-08-24 12:00:00', '1992-08-24 15:00:00', '1992-08-26 00:00:00', '1992-08-26 03:00:00', '1992-08-26 06:00:00', '1992-08-26 08:30:00', '1992-08-26 09:00:00', '1992-08-26 12:00:00', '1992-08-26 15:00:00', '1992-08-26 18:00:00', '1992-08-26 21:00:00', '1992-08-27 00:00:00', '1992-08-27 03:00:00', '1992-08-27 06:00:00', '1992-08-27 09:00:00', '1992-08-27 12:00:00', '1992-08-27 15:00:00', '1992-08-27 18:00:00', '1992-08-27 21:00:00', '1992-08-28 00:00:00', '1992-08-28 03:00:00', '1992-08-24 18:00:00', '1992-08-25 15:00:00', '1992-08-25 18:00:00', '1992-08-25 21:00:00'];[[25.5, -80.2], [25.5, -80.28], [25.5, -80.3], [25.6, -81.2], [25.69, -82.15], [28.5, -90.5], [28.82, -90.94], [29.2, -91.3], [29.6, -91.5], [29.68, -91.54], [30.1, -91.7], [30.52, -91.72], [30.9, -91.6], [31.21, -91.39], [31.5, -91.1], [31.79, -90.83], [32.1, -90.5], [32.43, -90.09], [32.8, -89.6], [33.19, -89.06], [33.6, -88.4], [33.98, -87.66], [34.4, -86.7], [34.88, -85.44], [25.8, -83.1], [27.49, -88.95], [27.8, -89.6], [28.14, -90.1]];12;12;0;-1;79.42857143;968.2142857;12.53571429;183.1428571;127.2;18532940;3.66929E+12;6332250;1.14274E+12;2377886;4.15414E+11;54.88464241;26500000;44;15617.59961;0.71762165;5357.8;84.23;3.522442494;36287.32286;0;75.61707317;4.293056805;28.00689161;5.4280995;23.903;High;250055;256514000;282162411;295516599;309321666;320635163;
1992230N11325;ANDREW;BHS;1992;NAm;NAm;TS;['1992-08-24 00:00:00', '1992-08-24 01:00:00', '1992-08-24 03:00:00', '1992-08-24 06:00:00', '1992-08-23 21:00:00'];[[25.4, -77.5], [25.4, -77.8], [25.39, -78.39], [25.4, -79.3], [25.4, -76.6]];21;12;9;4;131;930.8;16;270.6;134.7;358521;11887610764;278819;7973066463;259701;6536466726;54.88464241;250000;4;0.300000012;0.030071909;1666.7;65.19;-3.82558197;26348.84556;439999.9865;70.807;0.977337057;26.57632368;3.8356;19.707;High;1700;266029;298051;324859;354942;374206;
1992233N16254;LESTER;MEX;1992;EP;EP;TS;['1992-08-23 06:00:00', '1992-08-23 09:00:00', '1992-08-23 10:00:00', '1992-08-23 12:00:00', '1992-08-23 15:00:00', '1992-08-23 18:00:00', '1992-08-23 20:00:00', '1992-08-23 21:00:00', '1992-08-24 00:00:00', '1992-08-24 03:00:00', '1992-08-22 21:00:00', '1992-08-23 00:00:00', '1992-08-23 03:00:00'];[[26.0, -113.7], [26.59, -113.42], [26.77, -113.36], [27.1, -113.3], [27.68, -112.97], [28.4, -112.5], [28.96, -112.22], [29.22, -112.09], [30.0, -111.7], [31.0, -111.16], [24.48, -114.07], [25.0, -114.0], [25.49, -113.89]];21;0;21;0;55.84615385;991.4615385;14.46153846;20;61.6;1335635;19636575232;0;0;0;0;54.88464241;3000;3;158.8000031;0.257582136;2708.2;69.03;3.541102416;8104.291077;23759999.74;71.61;0.359054269;44.79288973;2.9;27.791;High_Middle;10000;87075138;98899845;106005203;114092963;121858258;
1992237N14144;POLLY;CHN;1992;WP;WP;TS;['1992-08-30 18:00:00', '1992-08-30 21:00:00', '1992-08-31 00:00:00', '1992-08-31 03:00:00', '1992-08-31 06:00:00', '1992-08-31 09:00:00', '1992-08-31 12:00:00', '1992-08-31 15:00:00', '1992-08-31 18:00:00', '1992-08-31 21:00:00', '1992-09-01 00:00:00', '1992-09-01 03:00:00', '1992-09-01 06:00:00', '1992-09-01 09:00:00', '1992-09-01 12:00:00', '1992-09-01 15:00:00', '1992-09-01 18:00:00', '1992-09-01 21:00:00', '1992-09-02 00:00:00', '1992-09-02 03:00:00', '1992-09-02 06:00:00', '1992-09-02 09:00:00', '1992-09-02 12:00:00', '1992-09-02 15:00:00', '1992-09-02 18:00:00', '1992-09-02 21:00:00', '1992-09-03 00:00:00', '1992-09-03 03:00:00', '1992-09-03 06:00:00', '1992-09-03 09:00:00', '1992-09-03 12:00:00'];[[25.25, 120.25], [25.38, 119.78], [25.47, 119.33], [25.54, 119.02], [25.68, 118.8], [25.88, 118.57], [26.27, 118.36], [26.83, 118.17], [27.76, 118.19], [29.48, 118.4], [31.44, 118.76], [32.99, 118.82], [33.8, 118.93], [34.47, 119.39], [35.0, 120.0], [35.3, 120.54], [35.5, 121.0], [35.75, 121.25], [36.0, 121.5], [36.23, 121.98], [36.5, 122.5], [36.81, 122.87], [37.3, 123.2], [38.14, 123.65], [39.0, 124.0], [39.55, 123.99], [40.0, 124.0], [40.57, 124.31], [41.0, 125.0], [41.07, 126.06], [41.0, 127.5]];18;0;18;-1;29.74242424;993.1612903;13.87096774;106.7096774;34.6;363760;8087106047;0;0;0;0;54.88464241;412400;168;1316;0.105496279;4361.6;52.32;14.21616358;886.9503589;116400000.3;69.355;0.014663243;124.0880888;1.5;71.8;Low_Middle;5000000;1164970000;1262645000;1303720000;1337705000;1371220000;
1992249N12229;INIKI;USA;1992;EP;CP;TS;['1992-09-12 00:00:00', '1992-09-12 03:00:00', '1992-09-11 21:00:00', '1992-09-12 06:00:00'];[[21.5, -159.8], [22.6, -159.62], [20.45, -159.91], [23.7, -159.4]];6;0;6;3;110.5;949.25;21.25;8.25;132.6;207844;40706554990;68608;11451898026;68534;11366189113;54.88464241;5000000;6;15617.59961;0.71762165;5357.8;84.23;3.522442494;36287.32286;0;75.61707317;4.293056805;28.00689161;5.4280995;23.903;High;25000;256514000;282162411;295516599;309321666;320635163;
1992259N11159;TED;KOR;1992;WP;WP;TS;['1992-09-24 09:00:00', '1992-09-24 12:00:00', '1992-09-24 15:00:00', '1992-09-24 06:00:00', '1992-09-24 18:00:00'];[[35.46, 125.93], [36.03, 127.51], [36.92, 129.46], [34.8, 124.47], [37.83, 131.34]];9;9;0;0;37.33333333;994.3;31.6;61;71.5;17401479;2.38506E+12;3628821;4.93128E+11;0;0;54.88464241;;;3322.699951;0.043384878;5937.6;85.96;6.175505687;9719.062004;2869999.975;72.49756098;0.620155191;453.5347502;3.1;24.18;High_Middle;433;43747962;47008111;48184561;49554112;51014947;
1992286N12115;ANGELA;THA;1992;WP;WP;TS;['1992-10-27 09:00:00', '1992-10-27 12:00:00', '1992-10-27 15:00:00', '1992-10-27 18:00:00', '1992-10-27 21:00:00', '1992-10-28 00:00:00', '1992-10-28 03:00:00', '1992-10-28 06:00:00'];[[8.31, 102.36], [8.35, 102.2], [8.41, 102.06], [8.5, 101.95], [8.6, 101.88], [8.7, 101.85], [8.8, 101.85], [8.9, 101.9]];21;0;21;0;41.5;998.375;2.625;239.375;45.3;1654168;9342845205;0;0;0;0;54.88464241;;3;925.9000244;0.298178439;2254.1;77.92;8.083388023;2874.132474;57640000.67;70.281;0.433453684;113.1574723;2.5;70.237;Low_Middle;106109;57811021;62952642;65416189;67195028;68714511;
1992286N12115;ANGELA;VNM;1992;WP;WP;TS;['1992-10-23 00:00:00', '1992-10-23 03:00:00', '1992-10-23 06:00:00', '1992-10-23 09:00:00', '1992-10-23 12:00:00', '1992-10-23 15:00:00', '1992-10-23 18:00:00', '1992-10-25 03:00:00', '1992-10-25 06:00:00', '1992-10-25 09:00:00', '1992-10-25 12:00:00', '1992-10-25 15:00:00', '1992-10-25 18:00:00', '1992-10-25 21:00:00', '1992-10-26 00:00:00', '1992-10-26 03:00:00', '1992-10-26 06:00:00', '1992-10-26 09:00:00', '1992-10-29 15:00:00', '1992-10-29 18:00:00', '1992-10-29 21:00:00', '1992-10-30 00:00:00', '1992-10-30 03:00:00', '1992-10-22 15:00:00', '1992-10-22 18:00:00', '1992-10-22 21:00:00', '1992-10-26 12:00:00', '1992-10-26 15:00:00', '1992-10-26 18:00:00', '1992-10-26 21:00:00', '1992-10-28 21:00:00', '1992-10-29 00:00:00', '1992-10-29 03:00:00', '1992-10-29 06:00:00', '1992-10-29 09:00:00', '1992-10-29 12:00:00', '1992-10-30 06:00:00', '1992-10-30 09:00:00'];[[13.45, 110.05], [13.41, 109.73], [13.38, 109.38], [13.34, 108.97], [13.3, 108.5], [13.22, 108.05], [13.15, 107.62], [11.02, 105.42], [10.8, 105.35], [10.55, 105.28], [10.3, 105.2], [10.09, 105.09], [9.9, 104.95], [9.69, 104.75], [9.5, 104.55], [9.35, 104.4], [9.2, 104.25], [8.98, 104.03], [9.31, 104.22], [9.4, 104.2], [9.46, 104.17], [9.5, 104.1], [9.56, 103.97], [13.54, 110.98], [13.53, 110.67], [13.49, 110.37], [8.75, 103.8], [8.55, 103.6], [8.4, 103.4], [8.32, 103.17], [9.2, 102.73], [9.2, 102.95], [9.22, 103.11], [9.21, 103.36], [9.23, 103.64], [9.26, 103.94], [9.6, 103.8], [9.61, 103.64]];9;1;8;-1;33.23387097;1000.298246;5.157894737;218.7368421;56.2;5745201;44052371487;0;0;0;0;54.88464241;18000;17;;0.077676772;3212.6;53.8;8.64604746;478.4368954;62629999.64;71.124;0.001128613;217.7746812;2.3;78.994;Low_Middle;32172;70883481;79910412;83832661;87967651;92677076;
