SID;NAME;ISO;YEAR;BASIN;SUB BASIN;NATURE;ISO_TIME;COORDS;TOTAL_HRS;DAY_HRS;NIGHT_HRS;USA_SSHS;WIND_CALC_MEAN;PRES_CALC_MEAN;STORM_SPD_MEAN;STORM_DR_MEAN;V_LAND_KN;34KN_POP;34KN_ASSETS;64KN_POP;64KN_ASSETS;96KN_POP;96KN_ASSETS;CPI;TOTAL_DAMAGE_(000$);TOTAL_DEATHS;Air transport, freight (million ton-km);Arable land (hectares per person);Cereal yield (kg per hectare);Food production index (2004-2006 = 100);GDP growth (annual %);GDP per capita (constant 2010 US$);Net flows from UN agencies US$;Life expectancy at birth, total (years);Mobile cellular subscriptions (per 100 people);Population density (people per sq. km of land area);Adjusted savings: education expenditure (% of GNI);Rural population (% of total population);Income_level_Final;TOTAL_AFFECTED;Population, total;Population_2000;Population_2005;Population_2010;Population_2015;
1966265N10325;INEZ;CUB;1966;NAm;GM;TS;['1966-09-30 09:00:00', '1966-09-30 12:00:00', '1966-09-30 15:00:00', '1966-09-30 18:00:00', '1966-09-30 21:00:00', '1966-10-01 00:00:00', '1966-10-01 03:00:00', '1966-10-01 06:00:00', '1966-10-01 09:00:00', '1966-10-01 12:00:00', '1966-10-01 15:00:00', '1966-10-01 18:00:00', '1966-10-01 21:00:00', '1966-10-02 00:00:00', '1966-10-02 03:00:00', '1966-10-02 06:00:00', '1966-10-02 09:00:00', '1966-10-02 12:00:00', '1966-10-02 15:00:00', '1966-10-02 18:00:00', '1966-10-05 15:00:00', '1966-10-05 18:00:00', '1966-10-05 21:00:00', '1966-10-06 00:00:00', '1966-10-06 03:00:00', '1966-10-06 06:00:00', '1966-10-06 09:00:00', '1966-10-06 12:00:00', '1966-10-06 15:00:00'];[[19.56, -74.95], [19.8, -75.4], [20.01, -75.86], [20.2, -76.3], [20.36, -76.69], [20.5, -77.1], [20.64, -77.59], [20.8, -78.1], [20.97, -78.62], [21.2, -79.1], [21.53, -79.5], [21.9, -79.8], [22.27, -80.0], [22.6, -80.1], [22.83, -80.14], [23.0, -80.1], [23.13, -80.03], [23.3, -79.9], [23.63, -79.72], [24.0, -79.5], [24.41, -83.31], [24.3, -83.6], [24.16, -83.94], [24.0, -84.3], [23.86, -84.66], [23.7, -85.0], [23.51, -85.3], [23.3, -85.6], [23.06, -85.93]];6;6;0;1;74.65517241;988.2068966;7.689655172;226.862069;115.4;10646928;92975313138;5856553;51952696514;1147384;7821562338;12.69602817;18000;5;;0.191116072;1178.6;83.29;;2249.749109;0;67.573;0;75.56319367;6.4452018;40.477;Low_Middle;174030;8115487;11126430;11261582;11225832;11324781;
1966265N10325;INEZ;DOM;1966;NAm;CS;TS;['1966-09-29 09:00:00', '1966-09-29 12:00:00', '1966-09-29 15:00:00', '1966-09-29 00:00:00', '1966-09-29 03:00:00', '1966-09-29 06:00:00'];[[17.37, -70.29], [17.5, -70.9], [17.76, -71.59], [17.1, -68.5], [17.19, -69.11], [17.3, -69.7]];21;0;21;4;122.3333333;946.8333333;12.66666667;282.8333333;136.5;8348241;1.49155E+11;881699;23043600048;106310;3966135117;12.69602817;5000;74;;0.192509818;2196.3;45.52;13.46334483;1407.61346;0;55.635;0;82.7943697;2.5;63.927;Low_Middle;12942;3999796;8471321;9097257;9695121;10281680;
1966265N10325;INEZ;BHS;1966;NAm;NAm;TS;['1966-10-03 00:00:00', '1966-10-03 03:00:00', '1966-10-03 06:00:00', '1966-10-03 09:00:00', '1966-10-03 12:00:00', '1966-10-03 15:00:00', '1966-10-03 18:00:00', '1966-10-03 21:00:00', '1966-10-04 00:00:00', '1966-10-04 03:00:00', '1966-10-04 09:00:00', '1966-10-04 12:00:00', '1966-10-04 06:00:00'];[[24.6, -79.1], [24.77, -78.94], [24.9, -78.8], [25.06, -78.64], [25.2, -78.5], [25.31, -78.37], [25.4, -78.3], [25.52, -78.29], [25.6, -78.4], [25.58, -78.66], [25.41, -79.33], [25.3, -79.7], [25.5, -79.0]];6;0;6;1;69.92307692;987.1538462;4.384615385;146;85.6;340996;10902255085;3187;361755885;0;0;12.69602817;15500;5;;0.047820087;914.9;46.17;9.071928711;23860.62729;0;65.402;0;14.62357642;3.3;35.96;High;3;146382;298051;324859;354942;374206;
1966265N10325;INEZ;MEX;1966;NAm;GM;TS;['1966-10-07 00:00:00', '1966-10-07 03:00:00', '1966-10-07 06:00:00', '1966-10-07 09:00:00', '1966-10-07 12:00:00', '1966-10-07 15:00:00', '1966-10-07 18:00:00', '1966-10-07 21:00:00', '1966-10-08 00:00:00', '1966-10-10 06:00:00', '1966-10-10 09:00:00', '1966-10-10 12:00:00', '1966-10-10 15:00:00', '1966-10-10 18:00:00', '1966-10-10 21:00:00', '1966-10-11 00:00:00', '1966-10-11 03:00:00', '1966-10-11 06:00:00', '1966-10-11 09:00:00', '1966-10-06 18:00:00', '1966-10-06 21:00:00', '1966-10-08 03:00:00', '1966-10-08 06:00:00', '1966-10-09 15:00:00', '1966-10-09 18:00:00', '1966-10-09 21:00:00', '1966-10-10 00:00:00', '1966-10-10 03:00:00'];[[22.3, -87.2], [22.18, -87.65], [22.1, -88.1], [22.0, -88.54], [21.9, -89.0], [21.8, -89.49], [21.7, -90.0], [21.58, -90.49], [21.5, -91.0], [23.0, -97.1], [22.93, -97.45], [22.8, -97.8], [22.61, -98.15], [22.4, -98.5], [22.24, -98.85], [22.1, -99.2], [21.95, -99.55], [21.8, -99.9], [21.65, -100.25], [22.8, -86.3], [22.53, -86.74], [21.46, -91.55], [21.5, -92.1], [22.91, -95.86], [23.0, -96.0], [23.01, -96.17], [23.0, -96.4], [23.02, -96.73]];3;0;3;3;94.42857143;963.952381;7.678571429;257.3214286;114.1;6921051;1.08633E+11;2400799;32244735788;232077;4055898296;12.69602817;24000;14;;0.417840727;1290;32.98;6.096139304;4898.341186;0;59.807;0;23.41610484;3.0032392;44.239;Low;90069;45519737;98899845;106005203;114092963;121858258;
1966317S08161;ANGELA;SLB;1966;SP;EA;TS;['1966-11-13 11:00:00', '1966-11-13 12:00:00', '1966-11-13 15:00:00', '1966-11-13 18:00:00', '1966-11-13 21:00:00', '1966-11-13 23:00:00', '1966-11-14 00:00:00', '1966-11-14 02:00:00', '1966-11-14 03:00:00', '1966-11-14 06:00:00', '1966-11-14 09:00:00', '1966-11-14 11:00:00', '1966-11-14 12:00:00', '1966-11-15 06:00:00', '1966-11-15 09:00:00', '1966-11-15 11:00:00', '1966-11-14 15:00:00', '1966-11-14 18:00:00', '1966-11-14 20:00:00', '1966-11-14 21:00:00', '1966-11-14 23:00:00', '1966-11-15 00:00:00', '1966-11-15 03:00:00', '1966-11-15 12:00:00', '1966-11-15 14:00:00', '1966-11-15 15:00:00', '1966-11-15 18:00:00'];[[-8.2, 161.4], [-8.2, 161.39], [-8.22, 161.29], [-8.29, 161.2], [-8.44, 161.1], [-8.6, 161.03], [-8.7, 161.01], [-8.97, 160.89], [-9.12, 160.83], [-9.57, 160.63], [-10.02, 160.41], [-10.28, 160.25], [-10.39, 160.15], [-10.43, 159.32], [-10.45, 159.56], [-10.57, 159.64], [-10.67, 159.81], [-10.83, 159.45], [-10.88, 159.2], [-10.89, 159.08], [-10.85, 158.91], [-10.82, 158.88], [-10.61, 159.03], [-10.66, 159.64], [-10.86, 159.57], [-10.97, 159.52], [-11.28, 159.28]];7;7;0;-1;24.28395062;998;6.259259259;191.1111111;46;;;;;;;12.69602817;;3;;0.070926513;2210.1;32.04;;1298.609031;0;52.962;0;5.037191854;4.1;92.421;Low_Middle;1000;140991;412660;469918;527861;603118;
1967181N09148;BILLIE;JPN;1967;WP;WP;ET;['1967-07-09 03:00:00', '1967-07-09 06:00:00', '1967-07-09 09:00:00', '1967-07-09 12:00:00', '1967-07-09 15:00:00', '1967-07-09 18:00:00', '1967-07-09 21:00:00', '1967-07-09 00:00:00'];[[32.9, 129.2], [34.0, 130.9], [34.69, 132.99], [35.15, 135.1], [35.48, 136.54], [35.9, 138.2], [36.72, 141.12], [31.8, 128.0]];21;0;21;-1;22;1000.1875;34.125;63.875;55.5;44551;4982047655;0;0;0;0;13.04806211;;263;;0.053382973;5136.6;86.62;11.08214232;15196.61018;0;71.27658537;0;274.6795746;2.8678781;30.484;High;3005;100725000;126843000;127773000;128070000;127141000;
1967186N15220;BEULAH;USA;1967;EP;CP;NR;['1967-07-07 06:00:00', '1967-07-07 09:00:00', '1967-07-07 12:00:00'];[[17.9, -154.5], [17.95, -155.75], [18.0, -157.0]];6;4;2;-1;25;923;24;271;135.7;3156586;6.54125E+11;1643385;3.10098E+11;641522;1.01256E+11;13.04806211;200000;15;;0.878089899;3161.2;53.68;2.5;22220.19895;0;70.56097561;0;21.69591307;7.4547239;27.388;High;30000;198712000;282162411;295516599;309321666;320635163;
1967228N14132;KATE;HKG;1967;WP;WP;TS;['1967-08-21 03:00:00'];[[20.66, 114.08]];0;0;0;1;63.83333333;981.5;13;327;66.7;8148473;1.22602E+12;20568;9909343;0;0;13.04806211;;;;0.00322338;1933.1;146.03;1.603443827;4902.68244;0;70.32578049;0;3649.803922;2.0989835;13.042;High;1503;3722800;6665000;6813200;7024200;7291300;
1967303N07150;EMMA;PHL;1967;WP;WP;TS;['1967-11-03 03:00:00', '1967-11-03 06:00:00', '1967-11-03 09:00:00', '1967-11-03 12:00:00', '1967-11-03 15:00:00', '1967-11-03 18:00:00', '1967-11-03 21:00:00', '1967-11-04 00:00:00', '1967-11-04 03:00:00', '1967-11-04 06:00:00', '1967-11-04 09:00:00', '1967-11-04 12:00:00', '1967-11-04 15:00:00', '1967-11-03 00:00:00', '1967-11-04 18:00:00', '1967-11-04 21:00:00'];[[12.35, 126.02], [12.57, 125.34], [12.72, 124.74], [12.87, 124.2], [13.07, 123.7], [13.33, 123.18], [13.64, 122.57], [14.0, 121.93], [14.37, 121.31], [14.77, 120.68], [15.18, 120.02], [15.56, 119.4], [15.86, 118.85], [12.13, 126.74], [16.09, 118.36], [16.24, 117.91]];18;12;6;0;85.83333333;958.75;12.625;294.75;130.5;54332312;4.94705E+11;43350917;3.73205E+11;11822112;96897443373;13.04806211;26500;107;;0.145015983;1113.1;31.15;5.324150188;1203.109461;0;62.915;0;110.0515255;2.757732;67.865;Low_Middle;137000;32823968;77991755;86326250;93966780;102113212;
1968009S13071;GEORGETTE;MDG;1968;SI;SI;TS;['1968-01-14 21:00:00', '1968-01-15 00:00:00', '1968-01-15 03:00:00', '1968-01-15 06:00:00', '1968-01-15 09:00:00', '1968-01-15 12:00:00', '1968-01-15 15:00:00', '1968-01-15 18:00:00', '1968-01-15 21:00:00', '1968-01-16 00:00:00', '1968-01-16 03:00:00', '1968-01-27 21:00:00', '1968-01-28 00:00:00', '1968-01-28 03:00:00', '1968-01-28 06:00:00', '1968-01-28 09:00:00', '1968-01-28 12:00:00', '1968-01-28 15:00:00', '1968-01-28 18:00:00', '1968-01-28 21:00:00', '1968-01-29 00:00:00', '1968-01-29 03:00:00', '1968-01-29 06:00:00', '1968-01-29 09:00:00', '1968-01-29 12:00:00', '1968-01-14 09:00:00', '1968-01-14 12:00:00', '1968-01-14 15:00:00', '1968-01-14 18:00:00', '1968-01-16 06:00:00', '1968-01-27 00:00:00', '1968-01-27 03:00:00', '1968-01-27 06:00:00', '1968-01-27 09:00:00', '1968-01-27 12:00:00', '1968-01-27 15:00:00', '1968-01-27 18:00:00', '1968-01-29 15:00:00', '1968-01-29 18:00:00'];[[-13.82, 50.9], [-13.7, 50.72], [-13.57, 50.48], [-13.46, 50.18], [-13.4, 49.82], [-13.38, 49.41], [-13.39, 48.97], [-13.44, 48.5], [-13.52, 48.02], [-13.62, 47.55], [-13.74, 47.1], [-24.11, 42.78], [-24.23, 43.08], [-24.42, 43.35], [-24.62, 43.62], [-24.79, 43.9], [-24.92, 44.16], [-25.01, 44.35], [-25.08, 44.52], [-25.12, 44.72], [-25.16, 44.92], [-25.19, 45.06], [-25.32, 45.26], [-25.64, 45.61], [-26.04, 46.06], [-14.13, 51.86], [-14.07, 51.67], [-14.0, 51.37], [-13.92, 51.08], [-13.86, 46.7], [-23.11, 41.5], [-23.21, 41.6], [-23.34, 41.72], [-23.52, 41.86], [-23.7, 42.04], [-23.86, 42.25], [-24.0, 42.5], [-26.41, 46.53], [-26.78, 47.0]];21;0;21;-1;42.14102564;970;6.230769231;187.1025641;89.09;;;;;;;13.60544609;3100;29;;0.325609335;1686.2;56.39;6.828786099;824.6208063;1620000.005;43.796;0;10.72061251;2.8;86.59;Low_Middle;75000;6234465;15766806;18336724;21151640;24234088;
1968227N14145;SHIRLEY;HKG;1968;WP;WP;TS;['1968-08-21 09:00:00', '1968-08-21 12:00:00', '1968-08-21 03:00:00', '1968-08-21 06:00:00'];[[21.89, 114.48], [22.25, 114.17], [21.12, 115.05], [21.52, 114.76]];21;0;21;1;65.875;964.9375;9.5;323;75.7;8148473;1.22602E+12;8067109;1.20144E+12;0;0;13.60544609;;;;0.003155653;1778.7;164.33;3.397559483;4962.741937;50000.00075;70.69053659;0;3728.137255;2.0989835;12.78;High;3004;3802700;6665000;6813200;7024200;7291300;
1968345S09162;BECKY;SLB;1968;SP;SP;TS;['1968-12-10 03:00:00', '1968-12-10 06:00:00', '1968-12-10 09:00:00', '1968-12-10 12:00:00', '1968-12-10 15:00:00', '1968-12-10 18:00:00', '1968-12-10 21:00:00', '1968-12-11 00:00:00', '1968-12-11 03:00:00', '1968-12-11 06:00:00', '1968-12-11 09:00:00', '1968-12-11 12:00:00', '1968-12-11 15:00:00', '1968-12-11 18:00:00', '1968-12-11 21:00:00', '1968-12-12 00:00:00', '1968-12-12 03:00:00', '1968-12-12 06:00:00', '1968-12-10 00:00:00', '1968-12-12 09:00:00', '1968-12-12 12:00:00'];[[-8.55, 161.79], [-8.61, 161.62], [-8.7, 161.49], [-8.8, 161.4], [-8.89, 161.34], [-9.0, 161.31], [-9.14, 161.31], [-9.18, 161.36], [-9.28, 161.28], [-9.42, 161.16], [-9.58, 161.03], [-9.78, 160.92], [-9.92, 160.84], [-10.04, 160.82], [-10.17, 160.83], [-10.38, 160.9], [-10.75, 161.02], [-11.22, 161.2], [-8.5, 162.0], [-11.74, 161.41], [-12.22, 161.66]];9;4;5;-1;39.07692308;993.5384615;4.523809524;170.7619048;90;;;;;;;13.60544609;;1;;0.066719598;2341;31.25;;1298.609031;509999.9905;54.584;0;5.354805288;4.1;91.708;Low_Middle;200;149881;412660;469918;527861;603118;
1969027S08071;DANY;MDG;1969;SI;SI;TS;['1969-02-03 21:00:00', '1969-02-04 00:00:00', '1969-02-04 03:00:00', '1969-02-04 06:00:00', '1969-02-04 09:00:00', '1969-02-04 12:00:00', '1969-02-04 15:00:00', '1969-02-04 18:00:00', '1969-02-04 21:00:00', '1969-02-05 00:00:00', '1969-02-05 03:00:00', '1969-02-05 06:00:00', '1969-02-05 09:00:00', '1969-02-05 12:00:00', '1969-02-05 15:00:00', '1969-02-05 18:00:00', '1969-02-05 21:00:00', '1969-02-06 00:00:00', '1969-02-06 03:00:00', '1969-02-06 06:00:00', '1969-02-06 09:00:00', '1969-02-06 12:00:00', '1969-02-03 12:00:00', '1969-02-03 15:00:00', '1969-02-03 18:00:00', '1969-02-06 15:00:00', '1969-02-06 18:00:00', '1969-02-06 21:00:00', '1969-02-07 00:00:00', '1969-02-07 03:00:00', '1969-02-07 06:00:00', '1969-02-07 09:00:00'];[[-20.09, 49.58], [-20.09, 49.25], [-20.09, 48.92], [-20.1, 48.58], [-20.13, 48.19], [-20.2, 47.79], [-20.31, 47.38], [-20.42, 47.0], [-20.47, 46.68], [-20.51, 46.4], [-20.59, 46.11], [-20.68, 45.84], [-20.74, 45.59], [-20.78, 45.31], [-20.83, 44.98], [-20.84, 44.62], [-20.77, 44.27], [-20.71, 43.94], [-20.74, 43.64], [-20.82, 43.36], [-20.88, 43.08], [-20.93, 42.82], [-20.03, 50.66], [-20.06, 50.28], [-20.08, 49.92], [-20.99, 42.59], [-21.06, 42.38], [-21.14, 42.14], [-21.27, 41.91], [-21.44, 41.74], [-21.68, 41.58], [-21.96, 41.38]];12;0;12;-1;33.9375;960;6;255.71875;80.99;;;;;;;14.34862782;5000;81;;0.320216385;1770.3;58.68;3.721222168;832.9343919;2029999.954;44.283;0;11.00856519;2.8;86.249;Low_Middle;43040;6401921;15766806;18336724;21151640;24234088;
1969241N12298;FRANCELIA;HND;1969;NAm;CS;TS;['1969-09-02 09:00:00', '1969-09-02 12:00:00', '1969-09-02 15:00:00', '1969-09-02 18:00:00', '1969-09-02 21:00:00', '1969-09-03 00:00:00', '1969-09-03 03:00:00', '1969-09-03 06:00:00', '1969-09-03 09:00:00', '1969-09-01 21:00:00', '1969-09-02 00:00:00', '1969-09-02 03:00:00', '1969-09-02 06:00:00'];[[16.69, -85.87], [16.6, -86.2], [16.49, -86.44], [16.4, -86.7], [16.34, -87.17], [16.3, -87.6], [16.3, -87.79], [16.3, -87.9], [16.25, -88.04], [17.24, -83.98], [17.1, -84.7], [16.95, -85.16], [16.8, -85.5]];21;0;21;2;85.61538462;985.25;6.846153846;256.3076923;106.3;4463696;37808365005;1249745;7330282717;0;0;14.34862782;19000;;;0.503504627;1209.1;50.08;0.655438847;1301.88826;589999.9887;51.921;0;23.57237465;2.9;71.756;Low_Middle;8002;2637513;6574509;7458985;8317470;9112916;
1969241N12298;FRANCELIA;GTM;1969;NAm;CS;TS;['1969-09-04 06:00:00', '1969-09-04 09:00:00'];[[16.1, -89.2], [16.14, -89.44]];3;1;2;0;55;973;5;279.5;89.2;3696931;28600572179;493252;3643302348;0;0;14.34862782;15000;269;;0.201262023;1046.9;24.98;4.736909015;1820.35089;749999.9851;51.889;0;51.00328481;1.7;64.768;Low_Middle;10200;5465512;11650743;13096028;14630417;16252429;
1970040S22408;JANE;MDG;1970;SI;SI;TS;['1970-02-24 03:00:00', '1970-02-24 06:00:00', '1970-02-24 09:00:00', '1970-02-24 12:00:00', '1970-02-24 15:00:00', '1970-02-24 18:00:00', '1970-02-24 21:00:00', '1970-02-25 00:00:00', '1970-02-25 03:00:00'];[[-22.48, 47.81], [-22.8, 47.8], [-23.1, 47.73], [-23.4, 47.6], [-23.68, 47.41], [-24.0, 47.2], [-24.41, 47.0], [-24.9, 46.8], [-25.5, 46.55]];0;0;0;-1;39.5;0;8.111111111;178.8888889;124.19;;;;;;;15.18633546;11400;70;6.900000095;0.313245812;1857.8;59.86;5.276455575;853.6314612;2929999.903;44.771;0;11.30843106;2.8;85.9;Low_Middle;10000;6576305;15766806;18336724;21151640;24234088;
1970245N19131;FRAN;CHN;1970;WP;WP;TS;['1970-09-07 06:00:00', '1970-09-07 09:00:00', '1970-09-07 12:00:00', '1970-09-07 15:00:00', '1970-09-07 18:00:00', '1970-09-07 21:00:00', '1970-09-08 00:00:00', '1970-09-08 03:00:00', '1970-09-08 06:00:00', '1970-09-08 09:00:00', '1970-09-08 12:00:00', '1970-09-08 15:00:00', '1970-09-08 18:00:00', '1970-09-08 21:00:00', '1970-09-09 00:00:00', '1970-09-09 03:00:00', '1970-09-09 06:00:00', '1970-09-09 09:00:00', '1970-09-09 12:00:00', '1970-09-09 15:00:00', '1970-09-09 18:00:00', '1970-09-09 21:00:00', '1970-09-10 00:00:00', '1970-09-10 03:00:00', '1970-09-10 06:00:00', '1970-09-10 09:00:00', '1970-09-10 12:00:00', '1970-09-10 15:00:00', '1970-09-10 18:00:00', '1970-09-10 21:00:00', '1970-09-11 00:00:00', '1970-09-11 03:00:00'];[[24.88, 120.12], [24.87, 119.84], [24.9, 119.56], [24.96, 119.24], [25.04, 118.9], [25.11, 118.55], [25.14, 118.19], [25.06, 117.78], [24.95, 117.5], [24.76, 117.46], [24.55, 117.4], [24.41, 117.07], [24.3, 116.65], [24.19, 116.31], [24.1, 116.0], [24.01, 115.74], [24.0, 115.5], [24.09, 115.25], [24.3, 115.0], [24.61, 114.73], [25.0, 114.55], [25.43, 114.53], [25.9, 114.6], [26.38, 114.64], [26.8, 114.7], [27.09, 114.78], [27.33, 114.84], [27.57, 114.88], [27.76, 114.9], [27.82, 114.96], [28.0, 115.0], [28.12, 115.01]];21;0;21;-1;22.44252874;998.421875;5.78125;180.375;52.9;17759323;3.51789E+11;0;0;0;0;15.18633546;;107;;0.121322474;2127.7;19.68;19.3;228.9056399;0;59.085;0;87.16374191;1.6102769;82.6;Low_Middle;14000;818315000;1262645000;1303720000;1337705000;1371220000;
1970250N15140;GEORGIA;PHL;1970;WP;WP;TS;['1970-09-10 21:00:00', '1970-09-11 00:00:00', '1970-09-11 03:00:00', '1970-09-11 06:00:00', '1970-09-11 09:00:00', '1970-09-11 12:00:00', '1970-09-10 06:00:00', '1970-09-10 09:00:00', '1970-09-10 12:00:00', '1970-09-10 15:00:00', '1970-09-10 18:00:00', '1970-09-11 15:00:00', '1970-09-11 18:00:00'];[[15.94, 122.56], [16.09, 122.0], [16.36, 121.38], [16.68, 120.76], [16.96, 120.19], [17.2, 119.67], [15.23, 125.32], [15.36, 124.82], [15.5, 124.29], [15.67, 123.71], [15.83, 123.12], [17.38, 119.17], [17.53, 118.72]];21;0;21;4;106.5512821;933.9615385;11.07692308;289.8461538;152.4;45155148;3.70213E+11;6208814;72424545577;2057152;28234880147;15.18633546;2353;137;21.70000076;0.130433833;1350.3;34.36;3.764604859;1257.036642;4660000.056;63.155;0;120.0415543;2.757732;67.021;Low_Middle;145200;35803594;77991755;86326250;93966780;102113212;
1970318N13157;PATSY;PHL;1970;WP;WP;TS;['1970-11-18 15:00:00', '1970-11-18 18:00:00', '1970-11-18 21:00:00', '1970-11-19 00:00:00', '1970-11-19 03:00:00', '1970-11-19 06:00:00', '1970-11-19 09:00:00', '1970-11-18 12:00:00', '1970-11-19 12:00:00', '1970-11-19 15:00:00'];[[14.44, 124.91], [14.5, 124.07], [14.59, 123.25], [14.66, 122.4], [14.61, 121.51], [14.56, 120.62], [14.56, 119.79], [14.41, 125.73], [14.63, 119.0], [14.8, 118.23]];0;0;0;4;99.13333333;937.875;16.1;273.8;138.2;47135727;4.21397E+11;32852674;2.69027E+11;18280574;1.29676E+11;15.18633546;97656;786;21.70000076;0.130433833;1350.3;34.36;3.764604859;1257.036642;4660000.056;63.155;0;120.0415543;2.757732;67.021;Low_Middle;432075;35803594;77991755;86326250;93966780;102113212;
1971112N11132;WANDA;VNM;1971;WP;WP;TS;['1971-04-30 21:00:00', '1971-05-01 00:00:00', '1971-05-01 03:00:00', '1971-05-01 06:00:00', '1971-05-01 09:00:00', '1971-05-01 12:00:00', '1971-05-01 15:00:00', '1971-05-01 18:00:00', '1971-05-01 21:00:00', '1971-05-02 00:00:00', '1971-05-02 03:00:00', '1971-05-02 06:00:00', '1971-05-02 09:00:00', '1971-04-30 03:00:00', '1971-04-30 06:00:00', '1971-04-30 09:00:00', '1971-04-30 12:00:00', '1971-04-30 15:00:00', '1971-04-30 18:00:00', '1971-05-02 12:00:00'];[[13.28, 110.21], [13.49, 110.03], [13.73, 109.81], [13.98, 109.62], [14.2, 109.5], [14.4, 109.4], [14.58, 109.29], [14.76, 109.18], [14.98, 109.06], [15.26, 108.96], [15.62, 108.86], [16.04, 108.8], [16.47, 108.79], [12.42, 111.19], [12.55, 111.02], [12.67, 110.83], [12.8, 110.66], [12.95, 110.51], [13.11, 110.37], [16.91, 108.8]];15;0;15;1;61.98333333;985;5.7;310.95;87.1;12064011;81141924073;4941575;27519095766;0;0;15.83825463;;23;3.400000095;0.12656226;2167.9;24.25;;377.5082811;2170000.001;58.98;0;136.6679007;2.3;81.604;Low;50000;44484035;79910412;83832661;87967651;92677076;
1971141N07156;DINAH;PHL;1971;WP;WP;TS;['1971-05-25 18:00:00', '1971-05-25 21:00:00', '1971-05-26 00:00:00', '1971-05-26 03:00:00', '1971-05-26 06:00:00', '1971-05-26 09:00:00', '1971-05-26 12:00:00', '1971-05-26 15:00:00', '1971-05-26 18:00:00', '1971-05-26 21:00:00', '1971-05-25 15:00:00', '1971-05-27 00:00:00', '1971-05-27 03:00:00'];[[12.21, 126.37], [12.34, 125.73], [12.54, 125.06], [12.84, 124.29], [13.15, 123.5], [13.37, 122.75], [13.54, 122.01], [13.65, 121.29], [13.77, 120.58], [13.94, 119.87], [12.15, 127.0], [14.17, 119.19], [14.46, 118.54]];9;0;9;1;72;972.1153846;14.23076923;285.4615385;118.1;47513577;4.21641E+11;23399966;2.20416E+11;5038016;48445431929;15.83825463;590;57;31.60000038;0.126025535;1272.2;35.81;5.428631369;1287.65485;7110000.014;63.19;0;123.5488332;2.8;66.507;Low_Middle;32503;36849675;77991755;86326250;93966780;102113212;
1971218N08161;ROSE;HKG;1971;WP;WP;TS;['1971-08-16 12:00:00', '1971-08-16 15:00:00', '1971-08-16 18:00:00', '1971-08-16 09:00:00'];[[21.44, 113.91], [21.86, 113.85], [22.27, 113.74], [21.05, 113.95]];21;0;21;3;95.66666667;960.5;8.5;348.75;111.6;8148473;1.22602E+12;8148473;1.22602E+12;8137744;1.21637E+12;15.83825463;;115;;0.002719205;2288.8;200.6;7.293053579;6086.238491;119999.9992;71.45853659;0;3965.980392;2.046588932;11.961;High;1486;4045300;6665000;6813200;7024200;7291300;
1971274N06134;ELAINE;PHL;1971;WP;WP;TS;['1971-10-03 06:00:00', '1971-10-03 09:00:00', '1971-10-03 12:00:00', '1971-10-03 15:00:00', '1971-10-03 18:00:00', '1971-10-03 21:00:00', '1971-10-04 00:00:00', '1971-10-04 03:00:00', '1971-10-04 06:00:00', '1971-10-04 09:00:00', '1971-10-04 12:00:00', '1971-10-04 15:00:00', '1971-10-03 03:00:00', '1971-10-04 18:00:00', '1971-10-04 21:00:00'];[[12.07, 126.0], [12.29, 125.3], [12.5, 124.68], [12.73, 124.14], [12.9, 123.57], [13.01, 122.91], [13.07, 122.23], [13.07, 121.54], [13.14, 120.9], [13.35, 120.34], [13.71, 119.86], [14.26, 119.43], [11.84, 126.84], [14.74, 118.95], [14.95, 118.28]];15;12;3;0;39.74444444;989.1055556;13.26666667;289.8;63.4;44678077;3.86912E+11;0;0;0;0;15.83825463;;37;31.60000038;0.126025535;1272.2;35.81;5.428631369;1287.65485;7110000.014;63.19;0;123.5488332;2.8;66.507;Low_Middle;12000;36849675;77991755;86326250;93966780;102113212;
