Year;Country Code;Country Name;Arable land (hectares per person);Cereal yield (kg per hectare);Food production index (2004-2006 = 100);GDP per capita (constant 2010 US$);Net flows from UN agencies US$;Life expectancy at birth, total (years);Adjusted savings: education expenditure (% of GNI);Income_level_Final
1958;MOZ;Mozambique;0.332874292;877.4;45.97;237.8322848;0;39.439;1.8;Low_Middle
1959;MOZ;Mozambique;0.332874292;877.4;45.97;237.8322848;0;39.439;1.8;Low_Middle
1960;MOZ;Mozambique;0.332874292;877.4;45.97;237.8322848;0;39.439;1.8;Low_Middle
1961;MOZ;Mozambique;0.332874292;877.4;45.97;237.8322848;0;39.879;1.8;Low_Middle
1962;MOZ;Mozambique;0.32634889;858.2;47.17;237.8322848;0;40.238;1.8;Low_Middle
1963;MOZ;Mozambique;0.319684019;911.1;48.69;237.8322848;0;40.508;1.8;Low_Middle
1964;MOZ;Mozambique;0.313092457;926.5;50.61;237.8322848;0;40.698;1.8;Low_Middle
1965;MOZ;Mozambique;0.307243929;935.7;49.71;237.8322848;0;40.822;1.8;Low_Middle
1966;MOZ;Mozambique;0.300756596;923.5;49.69;237.8322848;0;40.904;1.8;Low_Middle
1967;MOZ;Mozambique;0.29699317;960.7;51.71;237.8322848;0;40.975;1.8;Low_Middle
1968;MOZ;Mozambique;0.301818561;948.7;57.22;237.8322848;0;41.061;1.8;Low_Middle
1969;MOZ;Mozambique;0.306259363;887.2;56.88;237.8322848;0;41.178;1.8;Low_Middle
1970;MOZ;Mozambique;0.308664518;1000;59.74;237.8322848;0;41.343;1.8;Low
1971;MOZ;Mozambique;0.301646709;941.1;63.03;237.8322848;0;41.567;1.8;Low_Middle
1972;MOZ;Mozambique;0.296414235;979.3;64.63;237.8322848;0;41.836;1.8;Low_Middle
1973;MOZ;Mozambique;0.294766895;873.8;68.4;237.8322848;0;42.135;1.8;Low_Middle
1974;MOZ;Mozambique;0.287676397;777.7;66.21;237.8322848;100000.0015;42.451;1.8;Low_Middle
1975;MOZ;Mozambique;0.282335396;571.7;61.14;237.8322848;7440000.043;42.759;1.8;Low_Middle
1976;MOZ;Mozambique;0.274800164;795.8;57.92;237.8322848;8869999.976;43.028;1.8;Low_Middle
1977;MOZ;Mozambique;0.267261832;772.8;57.04;237.8322848;9259999.812;43.242;1.8;Low_Middle
1978;MOZ;Mozambique;0.25993542;710.4;55.47;237.8322848;18100000.38;43.391;1.8;Low
1979;MOZ;Mozambique;0.253055134;622.8;56.2;237.8322848;19080000.6;43.479;1.8;Low
1980;MOZ;Mozambique;0.246771464;595.7;57.67;237.8322848;21419999.94;43.515;1.8;Low
1981;MOZ;Mozambique;0.245108573;591.7;58.07;243.7938403;15459999.91;43.521;1.8;Low_Middle
1982;MOZ;Mozambique;0.246106917;498.4;56.36;221.8192981;22560000.66;43.527;1.8;Low
1983;MOZ;Mozambique;0.24116217;489;53.88;183.2366126;25219999.56;43.56;1.8;Low
1984;MOZ;Mozambique;0.245328549;510;52.81;168.6639758;35190000.77;43.637;1.8;Low
1985;MOZ;Mozambique;0.246780359;531.3;52.97;168.6387344;33710000.22;43.772;1.8;Low
1986;MOZ;Mozambique;0.249832963;544;54.03;164.1918663;35459999.9;43.975;1.8;Low
1987;MOZ;Mozambique;0.258087747;398.2;52.99;188.6551842;33289999.61;44.235;1.8;Low_Middle
1988;MOZ;Mozambique;0.262580177;393.3;53.41;204.578349;46770001.53;44.541;1.8;Low
1989;MOZ;Mozambique;0.265501666;395.7;54.88;217.0603504;54859999.95;44.887;1.8;Low
1990;MOZ;Mozambique;0.265644293;476.7;57.57;216.1697418;73420002.16;45.261;2;Low
1991;MOZ;Mozambique;0.262604412;344.2;58.57;220.9647345;80619998.26;45.647;3.8217871;Low
1992;MOZ;Mozambique;0.254961592;177.6;51.03;200.2978511;155770000.6;46.033;3.8217871;Low
1993;MOZ;Mozambique;0.244938642;564.7;57.25;212.7997664;131589998.9;46.41;3.8217871;Low
1994;MOZ;Mozambique;0.23882717;520.3;56.54;217.9564775;143500000.2;46.772;3.8217871;Low
1995;MOZ;Mozambique;0.235738073;652.4;75.01;215.1655369;93380001.19;47.123;3.8217871;Low
1996;MOZ;Mozambique;0.234955899;821.8;83.42;232.1208772;27929999.89;47.47;3.8217871;Low
1997;MOZ;Mozambique;0.237845732;821.4;88.25;251.469862;30019999.74;47.826;3.8217871;Low
1998;MOZ;Mozambique;0.237897712;839;92.78;269.58075;34660000.09;48.194;1.6;Low
1999;MOZ;Mozambique;0.229062685;985.4;94.16;293.6128273;26419999.6;48.572;2.03;Low
2000;MOZ;Mozambique;0.220190609;868.1;88.24;289.2565532;26829999.98;48.946;2.382;Low
2001;MOZ;Mozambique;0.219516221;880.1;92.16;315.1528682;30220000.15;49.295;2.734;Low
2002;MOZ;Mozambique;0.237154298;588.7;81.39;334.478304;33369999.77;49.61;3.086;Low
2003;MOZ;Mozambique;0.232785511;819.2;99.6;347.1566951;44960000.52;49.889;3.438;Low
2004;MOZ;Mozambique;0.231033273;774.2;100.94;363.7809785;37690000.77;50.143;3.79;Low
2005;MOZ;Mozambique;0.243974739;428.4;95.98;376.8856499;35919999.3;50.387;4.26;Low
2006;MOZ;Mozambique;0.232446605;692.4;103.09;401.9544486;39180000.13;50.641;4.02;Low
2007;MOZ;Mozambique;0.239926368;581.4;103.48;421.1796584;44669999.6;50.934;4.185;Low
2008;MOZ;Mozambique;0.242406874;533.5;100.44;439.6424864;47490000.91;51.292;4.35;Low
2009;MOZ;Mozambique;0.240230167;884.3;116.31;454.7816762;44039999.01;51.738;4.515;Low
2010;MOZ;Mozambique;0.240102936;1028.4;149.53;471.1816926;33579999.77;52.31;4.68;Low
2011;MOZ;Mozambique;0.233591857;1041.1;157.55;492.3430016;43040000.27;53.043;4.845;Low
2012;MOZ;Mozambique;0.227248522;1191.6;158.62;513.7390872;41763460.31;53.931;5.01;Low
2013;MOZ;Mozambique;0.221042244;564.8;124.27;534.506343;47211536.23;54.949;5.38;Low
2014;MOZ;Mozambique;0.214941983;702.6;143.47;558.2093443;41148290.93;56.062;5.38;Low
2015;MOZ;Mozambique;0.208934235;733.1;141.25;579.0880694;48523431.78;57.206;5.38;Low
2016;MOZ;Mozambique;0.203018749;835;149.73;584.2111079;50256442.55;58.309;5.38;Low
2017;MOZ;Mozambique;0.21223616;871.5;141.2348597;588.741022;47486850.03;59.309;5.38;Low
2018;MOZ;Mozambique;0.207650958;780.9236692;144.7456467;591.4392764;44366740.88;57.68828498;5.38;Low
2019;MOZ;Mozambique;0.204972529;831.8652737;147.3096249;585.650609;0;58.50851364;5.38;Low
1949;MUS;Mauritius;0.132205765;1512.6;71.47;2404.941914;0;58.74521951;2.8902104;Low_Middle
1950;MUS;Mauritius;0.132205765;1512.6;71.47;2404.941914;0;58.74521951;2.8902104;Low_Middle
1951;MUS;Mauritius;0.132205765;1512.6;71.47;2404.941914;0;58.74521951;2.8902104;Low_Middle
1952;MUS;Mauritius;0.132205765;1512.6;71.47;2404.941914;0;58.74521951;2.8902104;Low_Middle
1953;MUS;Mauritius;0.132205765;1512.6;71.47;2404.941914;0;58.74521951;2.8902104;Low_Middle
1954;MUS;Mauritius;0.132205765;1512.6;71.47;2404.941914;0;58.74521951;2.8902104;Low_Middle
1955;MUS;Mauritius;0.132205765;1512.6;71.47;2404.941914;0;58.74521951;2.8902104;Low_Middle
1956;MUS;Mauritius;0.132205765;1512.6;71.47;2404.941914;0;58.74521951;2.8902104;Low_Middle
1957;MUS;Mauritius;0.132205765;1512.6;71.47;2404.941914;0;58.74521951;2.8902104;Low_Middle
1958;MUS;Mauritius;0.132205765;1512.6;71.47;2404.941914;0;58.74521951;2.8902104;Low_Middle
1959;MUS;Mauritius;0.132205765;1512.6;71.47;2404.941914;0;58.74521951;2.8902104;Low_Middle
1960;MUS;Mauritius;0.132205765;1512.6;71.47;2404.941914;0;58.74521951;2.8902104;Low_Middle
1961;MUS;Mauritius;0.132205765;1512.6;71.47;2404.941914;0;59.74836585;2.8902104;Low_Middle
1962;MUS;Mauritius;0.129935218;1780.7;68.59;2404.941914;0;60.62690244;2.8902104;Low_Middle
1963;MUS;Mauritius;0.126589146;1289.5;84;2404.941914;0;61.35765854;2.8902104;Low_Middle
1964;MUS;Mauritius;0.123577333;1000;65.4;2404.941914;0;61.93495122;2.8902104;Low_Middle
1965;MUS;Mauritius;0.122177955;1644.4;86.92;2404.941914;0;62.35829268;2.8902104;Low_Middle
1966;MUS;Mauritius;0.115762871;2524.9;72.14;2404.941914;0;62.63870732;2.8902104;Low_Middle
1967;MUS;Mauritius;0.119910654;1723.9;85.56;2404.941914;0;62.81531707;2.8902104;Low_Middle
1968;MUS;Mauritius;0.125248462;2409.8;76.89;2404.941914;330000.0131;62.93168293;2.8902104;Low_Middle
1969;MUS;Mauritius;0.123091315;2858.7;85.28;2404.941914;979999.9744;63.02019512;2.8902104;Low_Middle
1970;MUS;Mauritius;0.121065375;2775.6;75.31;2404.941914;1100000.007;63.11804878;2.8902104;Low_Middle
1971;MUS;Mauritius;0.119156846;3592.8;78.05;2404.941914;2740000.029;63.25334146;3.8393182;Low_Middle
1972;MUS;Mauritius;0.117363591;3155.9;91.24;2404.941914;2150000.028;63.43995122;3.8393182;Low_Middle
1973;MUS;Mauritius;0.115631132;3200.5;90.79;2404.941914;4039999.918;63.68553659;3.8393182;Low_Middle
1974;MUS;Mauritius;0.113889768;2757.3;88.08;2404.941914;3929999.888;63.99997561;3.8393182;Low_Middle
1975;MUS;Mauritius;0.110986547;2212;66.3;2404.941914;5509999.94;64.39053659;3.8393182;Low_Middle
1976;MUS;Mauritius;0.110313544;2784;94.26;2404.941914;2210000.061;64.85563415;3.8393182;Low_Middle
1977;MUS;Mauritius;0.108532971;2773.4;89.46;2521.048456;3199999.969;65.37243902;4;Low_Middle
1978;MUS;Mauritius;0.107123843;2501.9;91.12;2583.639236;2409999.989;65.91331707;4.4;Low_Middle
1979;MUS;Mauritius;0.105275569;2545.3;93.07;2628.348898;2139999.986;66.45578049;4.8;Low_Middle
1980;MUS;Mauritius;0.10351549;2454.5;69.88;2324.382316;6939999.953;66.96539024;4.3;Low_Middle
1981;MUS;Mauritius;0.101992734;2609.1;79.94;2424.906734;3899999.961;67.40739024;4.6;Low_Middle
1982;MUS;Mauritius;0.100753536;2541.3;97.27;2527.123835;3370000.008;67.76536585;4.6;Low_Middle
1983;MUS;Mauritius;0.099831185;3038.5;80.67;2513.599423;3590000.056;68.03760976;4.4;Low_Middle
1984;MUS;Mauritius;0.098792655;4441.7;77.69;2604.320816;4300000.012;68.23036585;4.2;Low_Middle
1985;MUS;Mauritius;0.097988492;4740.6;85.57;2762.764473;2619999.982;68.37068293;3.8;Low_Middle
1986;MUS;Mauritius;0.097242211;4407.5;92;3008.822822;3249999.918;68.49936585;3.4;Low_Middle
1987;MUS;Mauritius;0.096517457;3543.6;94.86;3251.919651;2229999.984;68.6555122;3;Low_Middle
1988;MUS;Mauritius;0.095855312;3845.5;86.83;3448.94433;6160000.056;68.86302439;3;Low
1989;MUS;Mauritius;0.094172707;3738.4;86.76;3575.454741;4049999.952;69.12402439;3.4;Low
1990;MUS;Mauritius;0.092559798;4190.8;89.96;3805.211462;5710000.038;69.40487805;3.1;Low
1991;MUS;Mauritius;0.090631675;3723.8;90.35;3931.322501;4760000.087;69.95609756;3.2;Low
1992;MUS;Mauritius;0.088524871;4434.6;94.86;4132.623685;2960000.008;70.05853659;3.5363452;Low
1993;MUS;Mauritius;0.085659037;4243;91.93;4291.466365;2820000.037;70.10731707;3.5363452;Low
1994;MUS;Mauritius;0.083569515;3728.8;85.24;4406.835081;1970000.025;70.15853659;3.7676055;Low
1995;MUS;Mauritius;0.081963051;3853.3;92.29;4556.437277;5159999.907;70.32585366;3.7;Low
1996;MUS;Mauritius;0.080247197;4866.7;93.13;4762.089002;1669999.942;70.32292683;3.5;Low
1997;MUS;Mauritius;0.078377823;5043.5;100.95;4970.307399;2490000.019;70.40487805;3.5;Low
1998;MUS;Mauritius;0.078419815;5180;98.48;5216.959868;1850000.024;70.60731707;3.8579864;Low
1999;MUS;Mauritius;0.075727473;4902.4;76.48;5285.549777;1510000.057;70.96097561;3.61;Low
2000;MUS;Mauritius;0.075829512;8900;94.6;5663.187297;2210000.023;71.66341463;3.41;Low
2001;MUS;Mauritius;0.076068703;7203.7;108.2;5806.707348;1580000.028;71.76585366;2.88;High_Middle
2002;MUS;Mauritius;0.073882159;7763.2;95.38;5859.659304;2259999.961;71.96585366;3.035;High_Middle
2003;MUS;Mauritius;0.072525281;6555.6;100.9;6162.115607;2699999.966;72.12130081;3.19;High_Middle
2004;MUS;Mauritius;0.071252896;6473.7;104.21;6388.746469;2360000.062;72.27674797;3.77;High_Middle
2005;MUS;Mauritius;0.069203927;7539.7;98.5;6463.922791;2490000.001;72.43219512;3.54;High_Middle
2006;MUS;Mauritius;0.067261158;7793.1;97.29;6746.886623;2840000.015;72.43219512;3.35;High_Middle
2007;MUS;Mauritius;0.065342078;9453.7;92.01;7100.861823;3170000.039;72.57073171;2.99;High_Middle
2008;MUS;Mauritius;0.064302427;6199.9;96.25;7456.369246;2049999.967;72.57073171;3.12;High_Middle
2009;MUS;Mauritius;0.064131907;3981.7;100.33;7683.124925;2609999.955;72.88243902;3.25;High_Middle
2010;MUS;Mauritius;0.063979527;4708.7;98.27;8000.376432;830000.0524;72.96731707;3.38;High_Middle
2011;MUS;Mauritius;0.062280223;3901.8;97.63;8313.271254;2009999.987;73.26682927;3.23;High_Middle
2012;MUS;Mauritius;0.060515239;3389.6;95.29;8580.085649;2413827.982;73.86341463;3.24;High_Middle
2013;MUS;Mauritius;0.059587511;3219.1;93.17;8848.887032;1038265.727;74.01707317;3.5;High_Middle
2014;MUS;Mauritius;0.059479719;3765.1;95.75;9163.633473;1028398.886;74.19439024;4.77;High_Middle
2015;MUS;Mauritius;0.059401;2695.9;94.18;9476.665389;1449435.309;74.35317073;4.77;High_Middle
2016;MUS;Mauritius;0.059360192;3455;91.81;9833.613132;1074620.813;74.39487805;4.77;High_Middle
2017;MUS;Mauritius;0.059468418;5234.8;94.31707587;10199.47936;1307703.808;74.51463415;4.77;High_Middle
2018;MUS;Mauritius;0.05939994;3454.277152;93.4178129;10578.61732;1162961.818;74.36249063;4.747300832;High_Middle
2019;MUS;Mauritius;0.059374979;4082.043341;92.56337558;10004.23243;0;74.43393684;4.77;High_Middle
1949;MYS;Malaysia;0.089659749;2097;8.78;1353.971616;0;59.991;5.0107025;Low_Middle
1950;MYS;Malaysia;0.089659749;2097;8.78;1353.971616;0;59.991;5.0107025;Low_Middle
1951;MYS;Malaysia;0.089659749;2097;8.78;1353.971616;0;59.991;5.0107025;Low_Middle
1952;MYS;Malaysia;0.089659749;2097;8.78;1353.971616;0;59.991;5.0107025;Low_Middle
1953;MYS;Malaysia;0.089659749;2097;8.78;1353.971616;0;59.991;5.0107025;Low_Middle
1954;MYS;Malaysia;0.089659749;2097;8.78;1353.971616;0;59.991;5.0107025;Low_Middle
1955;MYS;Malaysia;0.089659749;2097;8.78;1353.971616;0;59.991;5.0107025;Low_Middle
1956;MYS;Malaysia;0.089659749;2097;8.78;1353.971616;0;59.991;5.0107025;Low_Middle
1957;MYS;Malaysia;0.089659749;2097;8.78;1353.971616;0;59.991;5.0107025;Low_Middle
1958;MYS;Malaysia;0.089659749;2097;8.78;1353.971616;0;59.991;5.0107025;Low_Middle
1959;MYS;Malaysia;0.089659749;2097;8.78;1353.971616;0;59.991;5.0107025;Low_Middle
1960;MYS;Malaysia;0.089659749;2097;8.78;1353.971616;0;59.991;5.0107025;Low_Middle
1961;MYS;Malaysia;0.089659749;2097;8.78;1411.593297;0;60.515;5.0107025;Low_Middle
1962;MYS;Malaysia;0.089498321;2058.1;8.96;1454.789238;0;61.012;5.0107025;Low_Middle
1963;MYS;Malaysia;0.089245478;2143.8;9.39;1512.578175;0;61.486;5.0107025;Low_Middle
1964;MYS;Malaysia;0.087641438;1986.5;9.33;1545.407594;0;61.943;5.0107025;Low_Middle
1965;MYS;Malaysia;0.081177276;2144.2;10.22;1616.529997;0;62.39;5.0107025;Low_Middle
1966;MYS;Malaysia;0.079379299;2129;10.33;1695.974996;0;62.833;5.0107025;Low_Middle
1967;MYS;Malaysia;0.078504328;2015.5;10.64;1716.46529;0;63.277;5.0107025;Low_Middle
1968;MYS;Malaysia;0.084026162;2164.2;11.94;1808.112032;1480000.019;63.719;5.0107025;Low_Middle
1969;MYS;Malaysia;0.082368674;2318.1;13.04;1851.304268;2220000.025;64.161;5.0107025;Low_Middle
1970;MYS;Malaysia;0.088022814;2383;14.17;1915.87155;3380000.004;64.595;5.0107025;Low_Middle
1971;MYS;Malaysia;0.08748347;2468.6;15.23;2058.899198;4149999.946;65.013;4;Low_Middle
1972;MYS;Malaysia;0.088926651;2396.1;16.13;2200.12169;4540000.081;65.407;5.0107025;Low_Middle
1973;MYS;Malaysia;0.087632342;2632.2;16.66;2400.669034;5139999.971;65.775;5.0107025;Low_Middle
1974;MYS;Malaysia;0.084614706;2826.6;18.49;2539.374428;5340000.152;66.117;5.0107025;Low_Middle
1975;MYS;Malaysia;0.08675578;2641.2;20.23;2498.453719;5340000.063;66.442;5.0107025;Low_Middle
1976;MYS;Malaysia;0.083298252;2697;21.36;2718.843963;2659999.966;66.761;5.0107025;Low_Middle
1977;MYS;Malaysia;0.083480371;2611.7;22.12;2855.969358;3630000.04;67.085;5.0107025;Low_Middle
1978;MYS;Malaysia;0.071524918;2542.8;22.08;2968.81811;3939999.998;67.42;5.0107025;Low_Middle
1979;MYS;Malaysia;0.080394316;2822.8;25.83;3165.049771;29070000.71;67.766;4.7;Low_Middle
1980;MYS;Malaysia;0.074440766;2835.9;27.62;3317.272678;18740000.36;68.117;4.8;Low
1981;MYS;Malaysia;0.073141771;2824.4;28.93;3463.234057;15100000.41;68.461;5.6;Low
1982;MYS;Malaysia;0.06874269;2742.9;32.55;3583.576902;12250000.48;68.788;5.7;Low
1983;MYS;Malaysia;0.066833907;2579.9;30.67;3718.162254;11640000.22;69.09;5.3884658;Low
1984;MYS;Malaysia;0.062605407;2497.9;33.98;3908.417851;10999999.94;69.366;4.9;Low
1985;MYS;Malaysia;0.060757384;2642.4;37.49;3767.507672;9759999.841;69.621;5.5;Low
1986;MYS;Malaysia;0.055778798;2619.4;40.18;3708.499185;8430000.067;69.866;6.4;Low
1987;MYS;Malaysia;0.054557561;2450.9;41.3;3788.11691;9010000.125;70.11;5.9;Low
1988;MYS;Malaysia;0.053564509;2505.6;44.96;4042.129903;10520000.03;70.358;4.6;Low
1989;MYS;Malaysia;0.051782876;2601.9;51.43;4280.952859;11459999.89;70.612;4.4;Low
1990;MYS;Malaysia;0.051614479;2740.3;53.65;4536.966836;11030000.18;70.865;4.1;Low
1991;MYS;Malaysia;0.050567127;2787.4;55.19;4838.513975;14809999.91;71.106;4.3;Low
1992;MYS;Malaysia;0.048756342;2953.1;57.86;5134.589451;8460000.158;71.326;4.6;Low
1993;MYS;Malaysia;0.046979975;3003;64.53;5503.00115;7040000.078;71.519;4.3;Low
1994;MYS;Malaysia;0.046447254;3031.9;64.38;5861.747779;6389999.986;71.687;4.1;Low
1995;MYS;Malaysia;0.043977806;3119.2;66.94;6277.610967;5070000.023;71.834;3.7;Low
1996;MYS;Malaysia;0.042445352;3200;69.45;6731.402966;4139999.985;71.972;4.2;High_Middle
1997;MYS;Malaysia;0.041214513;3023.3;72.18;7041.670939;3889999.911;72.11;4;High_Middle
1998;MYS;Malaysia;0.039552959;2843.2;68.28;6360.65557;2710000.023;72.257;3.7;High_Middle
1999;MYS;Malaysia;0.038704754;2910.3;76.7;6588.196719;3270000.04;72.418;4.504370918;High_Middle
2000;MYS;Malaysia;0.037453237;3039.5;78.01;7007.041504;2609999.985;72.594;4.29;High_Middle
2001;MYS;Malaysia;0.036989987;3108.1;82.75;6890.364148;2990000.084;72.782;5.13;High_Middle
2002;MYS;Malaysia;0.039965481;3232.1;84.44;7112.055595;1880000.025;72.976;4.81;High_Middle
2003;MYS;Malaysia;0.038311143;3347.2;91.57;7374.343049;3370000.035;73.17;5.41;High_Middle
2004;MYS;Malaysia;0.037581402;3314.9;94.89;7720.830429;1950000.018;73.364;5.51;High_Middle
2005;MYS;Malaysia;0.036955523;3407;100.28;7974.250853;3850000.039;73.555;4.695;High_Middle
2006;MYS;Malaysia;0.033974557;3383.6;104.83;8255.286044;3359999.955;73.744;3.88;High_Middle
2007;MYS;Malaysia;0.030957656;3540.6;105.47;8605.017517;6149999.962;73.931;3.69910297;High_Middle
2008;MYS;Malaysia;0.031957697;3599.2;115;8850.009221;5320000.083;74.118;4.05919475;High_Middle
2009;MYS;Malaysia;0.030466875;3734.7;115.11;8559.2345;4040000.111;74.305;4.41;High_Middle
2010;MYS;Malaysia;0.030285697;3659.9;114.7;9040.566251;5129999.932;74.493;4.989137906;High_Middle
2011;MYS;Malaysia;0.030211907;3780.2;124.44;9372.007539;9629999.973;74.683;5.568275812;High_Middle
2012;MYS;Malaysia;0.029874614;3866.7;125.13;9743.104797;3378981.497;74.877;5.32581243;High_Middle
2013;MYS;Malaysia;0.027238912;3948;128.68;10061.71544;7038583.65;75.072;6.09;High_Middle
2014;MYS;Malaysia;0.02691974;3033.9;129.21;10524.07074;2988606.45;75.268;5.077990275;High_Middle
2015;MYS;Malaysia;0.027264082;4054.2;129.93;10912.15135;2735052.981;75.461;4.843761708;High_Middle
2016;MYS;Malaysia;0.028743869;4013.2;131.3;11243.99591;2691227.779;75.649;4.576602872;High_Middle
2017;MYS;Malaysia;0.027379231;4250.8;129.6015788;11728.98029;8575575.203;75.828;4.576602872;High_Middle
2018;MYS;Malaysia;0.02782324;3928.799203;130.3613635;12120.08326;8518813.983;75.54451822;4.765778197;High_Middle
2019;MYS;Malaysia;0.028295808;4097.548515;130.8710911;11477.11256;0;75.68658574;4.627579651;High_Middle
1949;NCL;New Caledonia;0.086206897;1314.3;84.17;;0;58.63902439;11.2485565;Low
1950;NCL;New Caledonia;0.086206897;1314.3;84.17;;0;58.63902439;11.2485565;Low
1951;NCL;New Caledonia;0.086206897;1314.3;84.17;;0;58.63902439;11.2485565;Low
1952;NCL;New Caledonia;0.086206897;1314.3;84.17;;0;58.63902439;11.2485565;Low
1953;NCL;New Caledonia;0.086206897;1314.3;84.17;;0;58.63902439;11.2485565;Low
1954;NCL;New Caledonia;0.086206897;1314.3;84.17;;0;58.63902439;11.2485565;Low
1955;NCL;New Caledonia;0.086206897;1314.3;84.17;;0;58.63902439;11.2485565;Low
1956;NCL;New Caledonia;0.086206897;1314.3;84.17;;0;58.63902439;11.2485565;Low
1957;NCL;New Caledonia;0.086206897;1314.3;84.17;;0;58.63902439;11.2485565;Low
1958;NCL;New Caledonia;0.086206897;1314.3;84.17;;0;58.63902439;11.2485565;Low
1959;NCL;New Caledonia;0.086206897;1314.3;84.17;;0;58.63902439;11.2485565;Low
1960;NCL;New Caledonia;0.086206897;1314.3;84.17;;0;58.63902439;11.2485565;Low
1961;NCL;New Caledonia;0.086206897;1314.3;84.17;;0;59.03902439;11.2485565;Low
1962;NCL;New Caledonia;0.083932854;1452.6;85.21;;0;59.43902439;11.2485565;Low
1963;NCL;New Caledonia;0.08168028;1533.3;86.61;;0;59.88780488;11.2485565;Low
1964;NCL;New Caledonia;0.079455165;1976.5;90.25;;0;60.33658537;11.2485565;Low
1965;NCL;New Caledonia;0.077348066;1725;93.46;;0;60.78536585;11.2485565;Low
1966;NCL;New Caledonia;0.07486631;1973.3;93.11;;0;61.23414634;11.2485565;Low
1967;NCL;New Caledonia;0.07253886;1521.1;88.82;;0;61.68292683;11.2485565;Low
1968;NCL;New Caledonia;0.070351759;1660.4;94.64;;0;62.13170732;11.2485565;Low
1969;NCL;New Caledonia;0.067307692;1842.4;86.94;;50000.00075;62.5804878;11.2485565;Low
1970;NCL;New Caledonia;0.0625;2348.6;84.76;;79999.99821;63.02926829;11.2485565;Low
1971;NCL;New Caledonia;0.058333333;2315.8;90.97;;59999.99866;63.47804878;11.2485565;Low
1972;NCL;New Caledonia;0.055776892;2354.2;95.67;;39999.99911;63.92682927;11.2485565;Low
1973;NCL;New Caledonia;0.054474708;2493.5;91.66;;19999.99955;64.37560976;11.2485565;Low
1974;NCL;New Caledonia;0.053435115;2611.9;76.02;;0;64.82439024;11.2485565;Low
1975;NCL;New Caledonia;0.052830189;2752.6;78.16;;0;65.27317073;11.2485565;Low
1976;NCL;New Caledonia;0.052238806;2197;69.23;;0;65.72195122;11.2485565;Low
1977;NCL;New Caledonia;0.051470588;2548.8;78.18;;0;66.17073171;11.2485565;Low
1978;NCL;New Caledonia;0.050909091;2354.8;76.88;;9999.999776;66.30365854;11.2485565;Low
1979;NCL;New Caledonia;0.050541516;1949.9;77.11;;19999.99955;66.43658537;11.2485565;Low
1980;NCL;New Caledonia;0.049982149;1930;84.37;;0;66.5695122;11.2485565;Low
1981;NCL;New Caledonia;0.049071153;2523.1;77.75;;0;66.70243902;11.2485565;Low
1982;NCL;New Caledonia;0.048043926;2438;79.39;;0;66.9195122;11.1396405;Low
1983;NCL;New Caledonia;0.047074647;2021.5;87.78;;0;68.58780488;0.644876166;Low
1984;NCL;New Caledonia;0.065941312;1117.8;86.34;;0;68.06341463;0.660462556;Low
1985;NCL;New Caledonia;0.064745872;2548.5;95.49;;19999.99955;68.76585366;0.652559433;Low
1986;NCL;New Caledonia;0.057197331;2069.1;90.21;;9999.999776;69.06341463;0.64465631;Low
1987;NCL;New Caledonia;0.056074766;1333.3;81.96;;19999.99955;69.42682927;0.659655031;Low
1988;NCL;New Caledonia;0.054995417;2038.8;80.86;;0;69.45365854;0.502367503;Low
1989;NCL;New Caledonia;0.053925152;1237.5;80.65;;19999.99955;69.08536585;0.345079976;Low
1990;NCL;New Caledonia;0.052662684;1865.1;83.04;;0;70.48536585;0.41536646;Low
1991;NCL;New Caledonia;0.051322407;2331.1;85.78;;0;70.35853659;0.434546932;Low
1992;NCL;New Caledonia;0.050055896;3003.7;90.69;;9999.999776;71.61463415;0.518070803;Low
